id,osmId,osm_type,name,type,capacity,occupancy,duration,resort,latitude,longitude
1,223606714,node,,pylon,,,,,46.5426567,11.8950261
2,244894317,node,,pylon,,,,,46.8597186,11.3079162
3,244894318,node,,pylon,,,,,46.8582824,11.3075638
4,244894319,node,,pylon,,,,,46.850361,11.3056204
5,244894330,node,,pylon,,,,,46.8561643,11.2998464
6,244894331,node,,pylon,,,,,46.8510458,11.2977016
7,244894381,node,Kalcher Alm - Malga Calice,yes,,,,,46.8425435,11.3219241
8,244894385,node,Rinneralm - Malga Rinner,yes,,,,,46.8403714,11.3143833
9,249630007,node,,pylon,,,,,46.2276679,10.8320254
10,249630008,node,,pylon,,,,,46.2271732,10.8337844
11,249630009,node,,pylon,,,,,46.2269385,10.834619
12,249630011,node,,pylon,,,,,46.2255506,10.8395547
13,249630012,node,,pylon,,,,,46.2247918,10.8422528
14,249630014,node,,pylon,,,,,46.2235093,10.846813
15,292911527,node,,yes,,,,,46.5143002,11.3525062
16,330270424,node,,pylon,,,,,46.7312733,11.2129514
17,365180206,node,,pylon,,,,,46.8304303,10.6519229
18,365180207,node,,pylon,,,,,46.8224185,10.6489477
19,390978040,node,,pylon,,,,,46.5525524,10.9036811
20,390978041,node,,pylon,,,,,46.5534168,10.9183857
21,391926964,node,,pylon,,,,,46.4003927,11.2072552
22,391926965,node,,pylon,,,,,46.3970314,11.2077881
23,391926966,node,,pylon,,,,,46.3965463,11.2078817
24,391926967,node,,pylon,,,,,46.3946379,11.2082092
25,391926968,node,,pylon,,,,,46.3930403,11.208474
26,391926969,node,,pylon,,,,,46.3921527,11.2086368
27,418145896,node,,pylon,,,,,46.526805,11.4035755
28,418145897,node,,pylon,,,,,46.5215858,11.3959246
29,418145898,node,,pylon,,,,,46.5155321,11.3870515
30,418145899,node,,pylon,,,,,46.5104736,11.3796377
31,418145900,node,,pylon,,,,,46.5085271,11.3767852
32,418145901,node,,pylon,,,,,46.5046038,11.3710359
33,419845667,node,,pylon,,,,,46.6210918,10.8663314
34,426311681,node,,pylon,,,,,46.1555768,10.9563711
35,426311683,node,,pylon,,,,,46.1561052,10.9554768
36,426311685,node,,pylon,,,,,46.1550059,10.957283
37,426311687,node,,pylon,,,,,46.1543279,10.958433
38,426311690,node,,pylon,,,,,46.1538667,10.9592153
39,426311692,node,,pylon,,,,,46.1536318,10.9596137
40,426311694,node,,pylon,,,,,46.1533569,10.96008
41,426311697,node,,pylon,,,,,46.1529183,10.9608242
42,426311699,node,,pylon,,,,,46.1527282,10.9611466
43,426311703,node,,pylon,,,,,46.1524607,10.9616003
44,427547663,node,,pylon,,,,,46.148006,10.9628806
45,427547664,node,,pylon,,,,,46.1489637,10.9622893
46,427547667,node,,pylon,,,,,46.1503704,10.96146
47,427547669,node,,pylon,,,,,46.1506227,10.961293
48,427547670,node,,pylon,,,,,46.1513722,10.9608627
49,427547672,node,,pylon,,,,,46.1468976,10.963535
50,427547674,node,,pylon,,,,,46.1455548,10.9643472
51,427547675,node,,pylon,,,,,46.1448125,10.9647932
52,758777519,node,,pylon,,,,,46.2649272,11.7984533
53,758777931,node,,pylon,,,,,46.264347,11.7978478
54,758778196,node,,pylon,,,,,46.2638137,11.7972913
55,802196449,node,,pylon,,,,,46.0330581,11.058465
56,802196519,node,,pylon,,,,,46.0372284,11.0582924
57,802196750,node,,pylon,,,,,46.0358365,11.05835
58,802196940,node,,pylon,,,,,46.0367306,11.058313
59,813513602,node,,pylon,,,,,45.7780975,10.9432295
60,813513615,node,,pylon,,,,,45.7755793,10.9460552
61,813513633,node,,pylon,,,,,45.7792289,10.9419598
62,813513713,node,,pylon,,,,,45.7801216,10.940958
63,813513744,node,,pylon,,,,,45.7761363,10.9454302
64,813513795,node,,pylon,,,,,45.7737365,10.9481231
65,813513813,node,,pylon,,,,,45.7776151,10.9437708
66,813513837,node,,pylon,,,,,45.776789,10.9446978
67,813513842,node,,pylon,,,,,45.7809618,10.9400151
68,813513864,node,,pylon,,,,,45.7785864,10.9426808
69,813513880,node,,pylon,,,,,45.7745957,10.947159
70,813513886,node,,pylon,,,,,45.7815705,10.939332
71,851121894,node,Bergstation,pylon,,,,,46.733899,11.2406861
72,910842190,node,,pylon,,,,,46.5076324,10.5968561
73,910848951,node,,pylon,,,,,46.4935684,10.5983947
74,983375100,node,,pylon,,,,,46.4435366,11.7697959
75,983375120,node,,pylon,,,,,46.4387797,11.7657378
76,983375138,node,,pylon,,,,,46.4396251,11.7678859
77,983375141,node,,pylon,,,,,46.4448297,11.7716314
78,983375165,node,,pylon,,,,,46.4425945,11.7684588
79,983375193,node,,pylon,,,,,46.4399656,11.7687167
80,983375197,node,,pylon,,,,,46.4397177,11.7643757
81,983375207,node,,pylon,,,,,46.4442461,11.770803
82,983375246,node,,pylon,,,,,46.4393449,11.7638467
83,983375266,node,,pylon,,,,,46.440504,11.7654918
84,983375280,node,,pylon,,,,,46.4416256,11.7670837
85,983375317,node,,pylon,,,,,46.4393387,11.7671221
86,983375323,node,,pylon,,,,,46.4384051,11.7647647
87,983375392,node,,pylon,,,,,46.4391222,11.7665775
88,983375399,node,,pylon,,,,,46.4408728,11.7660151
89,1087045980,node,,pylon,,,,,46.0415747,11.0697409
90,1087046097,node,,pylon,,,,,46.0319061,11.0492013
91,1087046433,node,,pylon,,,,,46.035459,11.044384
92,1087046612,node,,pylon,,,,,46.0445021,11.0706572
93,1087046681,node,,pylon,,,,,46.0326684,11.0481678
94,1087047037,node,,pylon,,,,,46.0290329,11.0530967
95,1087047140,node,,pylon,,,,,46.0349424,11.0450844
96,1087047442,node,,pylon,,,,,46.0343217,11.045926
97,1087047530,node,,pylon,,,,,46.0371905,11.0420362
98,1087047831,node,,pylon,,,,,46.0362398,11.0433252
99,1087047886,node,,pylon,,,,,46.043277,11.0702738
100,1087048158,node,,pylon,,,,,46.0334588,11.0470961
101,1087048220,node,,pylon,,,,,46.0373705,11.0417921
102,1087048302,node,,pylon,,,,,46.0453047,11.0709085
103,1087048403,node,,pylon,,,,,46.0428407,11.0701372
104,1087048656,node,,pylon,,,,,46.0456757,11.0710246
105,1087048849,node,,pylon,,,,,46.0475523,11.071612
106,1087048904,node,,pylon,,,,,46.040184,11.037977
107,1087049103,node,,pylon,,,,,46.0426573,11.0700798
108,1087049217,node,,pylon,,,,,46.0279269,11.0545963
109,1087049426,node,,pylon,,,,,46.0297316,11.0521494
110,1087049452,node,,pylon,,,,,46.0271103,11.0557033
111,1087049474,node,,pylon,,,,,46.0407835,11.037164
112,1087049523,node,,pylon,,,,,46.0288651,11.0586386
113,1087049603,node,,pylon,,,,,46.0416974,11.0697793
114,1087049721,node,,pylon,,,,,46.0283616,11.0540069
115,1087049892,node,,pylon,,,,,46.0307475,11.0585607
116,1087049912,node,,pylon,,,,,46.0459622,11.0711143
117,1087050024,node,,pylon,,,,,46.041425,11.0696941
118,1087050128,node,,pylon,,,,,46.0311941,11.0501667
119,1087050249,node,,pylon,,,,,46.0335169,11.0470173
120,1088100249,node,,pylon,,,,,46.0275369,11.0586936
121,1088100288,node,,pylon,,,,,46.0317348,11.0585198
122,1088100293,node,,pylon,,,,,46.027215,11.058707
123,1088100322,node,,pylon,,,,,46.0339343,11.0584288
124,1088100327,node,,pylon,,,,,46.032964,11.0584689
125,1088100361,node,,pylon,,,,,46.0279104,11.0586782
126,1088100441,node,,pylon,,,,,46.0321983,11.0585006
127,1088100497,node,,pylon,,,,,46.0298136,11.0585994
128,1088100561,node,,pylon,,,,,46.046563,11.0713024
129,1113204298,node,,pylon,,,,,46.2289915,10.7980073
130,1113204520,node,,pylon,,,,,46.2297184,10.8178005
131,1113204778,node,,pylon,,,,,46.2291473,10.8022663
132,1113205001,node,,pylon,,,,,46.2290426,10.7993975
133,1113205035,node,,pylon,,,,,46.2295442,10.813055
134,1113205222,node,,pylon,,,,,46.2294155,10.8095526
135,1113205523,node,,pylon,,,,,46.2292342,10.8046152
136,1113205823,node,,pylon,,,,,46.22967,10.8164817
137,1113205914,node,,pylon,,,,,46.2289433,10.7966936
138,1113206049,node,,pylon,,,,,46.2295038,10.8119565
139,1113206091,node,,pylon,,,,,46.2290902,10.8006143
140,1113206326,node,,pylon,,,,,46.2290017,10.7982839
141,1113206535,node,,pylon,,,,,46.2293346,10.8073493
142,1113206802,node,,pylon,,,,,46.2291902,10.8034174
143,1113207111,node,,pylon,,,,,46.2290461,10.7994939
144,1113207151,node,,pylon,,,,,46.2296118,10.8148954
145,1113207459,node,,pylon,,,,,46.2294304,10.8099576
146,1114928763,node,,pylon,,,,,46.3039136,10.8117808
147,1114929376,node,,pylon,,,,,46.3023944,10.8119564
148,1114929770,node,,pylon,,,,,46.3043832,10.811708
149,1114929845,node,,pylon,,,,,46.3030098,10.8119064
150,1114930290,node,,pylon,,,,,46.3042884,10.8117227
151,1115755434,node,,pylon,,,,,46.482761,10.8032429
152,1115755439,node,,pylon,,,,,46.4831319,10.8146871
153,1115755655,node,,pylon,,,,,46.4831708,10.8158888
154,1115756032,node,,pylon,,,,,46.4829623,10.8094541
155,1115756148,node,,pylon,,,,,46.4834676,10.8257718
156,1115756293,node,,pylon,,,,,46.4827838,10.8039458
157,1115756337,node,,pylon,,,,,46.4830789,10.8130526
158,1115756520,node,,pylon,,,,,46.4828113,10.8047953
159,1115756732,node,,pylon,,,,,46.482915,10.8079931
160,1223546132,node,,pylon,,,,,46.3796294,11.7948291
161,1315740616,node,,pylon,,,,,46.5234601,11.3439367
162,1315740622,node,,pylon,,,,,46.5272878,11.3403246
163,1368188057,node,,pylon,,,,,46.6998391,11.2060155
164,1421297704,node,,pylon,,,,,45.8883931,11.174448
165,1421297706,node,,pylon,,,,,45.8886482,11.17275
166,1421297708,node,,pylon,,,,,45.8888687,11.1712984
167,1421297709,node,,pylon,,,,,45.8893386,11.1682186
168,1421297711,node,,pylon,,,,,45.8895278,11.1669579
169,1421297713,node,,pylon,,,,,45.8899899,11.1639006
170,1421297715,node,,pylon,,,,,45.8905833,11.1599788
171,1421297716,node,,pylon,,,,,45.8907179,11.1590813
172,1663301248,node,,pylon,,,,,46.7527762,10.766486
173,1663301252,node,,pylon,,,,,46.7531625,10.7685462
174,1663308120,node,,pylon,,,,,46.7535268,10.7704889
175,1797510998,node,,pylon,,,,,46.361467,10.6615724
176,1797511226,node,,pylon,,,,,46.3626104,10.661403
177,1797511426,node,,pylon,,,,,46.3636946,10.6612201
178,1797511713,node,,pylon,,,,,46.3647587,10.6610359
179,1797511837,node,,pylon,,,,,46.365757,10.6608695
180,1797511945,node,,pylon,,,,,46.3665088,10.6607431
181,1797512048,node,,pylon,,,,,46.3677673,10.6605389
182,1797512139,node,,pylon,,,,,46.3696606,10.6602435
183,1995098638,node,,pylon,,,,,46.3713817,10.6636353
184,1995098664,node,,pylon,,,,,46.3709322,10.6638435
185,1995098667,node,,pylon,,,,,46.3732262,10.6627486
186,1996819866,node,,yes,,,,,46.7585409,10.7817912
187,1996819892,node,,pylon,,,,,46.7755267,10.7887624
188,2092891863,node,,platter,,,,,46.3929589,11.7822282
189,2204345686,node,,pylon,,,,,46.7039089,10.5083992
190,2204345708,node,,pylon,,,,,46.7040308,10.5079047
191,2204345741,node,,pylon,,,,,46.7043262,10.5067065
192,2204345758,node,,pylon,,,,,46.704471,10.5061189
193,2204345775,node,,pylon,,,,,46.7046374,10.5054441
194,2204345782,node,,pylon,,,,,46.7047696,10.5049079
195,2204345817,node,,pylon,,,,,46.7052627,10.5029074
196,2204345820,node,,pylon,,,,,46.7055762,10.5016358
197,2204345822,node,,pylon,,,,,46.7058995,10.5003245
198,2204345825,node,,pylon,,,,,46.7059355,10.5001783
199,2204345828,node,,pylon,,,,,46.7062286,10.4989894
200,2204345830,node,,pylon,,,,,46.7064994,10.4978909
201,2204345833,node,,pylon,,,,,46.7069153,10.496204
202,2204345835,node,,pylon,,,,,46.7071516,10.4952454
203,2204345838,node,,pylon,,,,,46.7072533,10.4948329
204,2204345854,node,,pylon,,,,,46.7075086,10.4937971
205,2204345858,node,,pylon,,,,,46.7076149,10.4933661
206,2269445791,node,,pylon,,,,,46.6744744,11.2517455
207,2269445794,node,,pylon,,,,,46.6726849,11.2495701
208,2269445804,node,,pylon,,,,,46.6697059,11.2459158
209,2269445819,node,,pylon,,,,,46.6687083,11.2446886
210,2269445822,node,,pylon,,,,,46.670161,11.2464702
211,2269445823,node,,pylon,,,,,46.6766318,11.2543663
212,2269445827,node,,pylon,,,,,46.6720856,11.2488348
213,2269445830,node,,pylon,,,,,46.6761753,11.2538211
214,2269445831,node,,pylon,,,,,46.6673164,11.2430168
215,2269445832,node,,pylon,,,,,46.6752234,11.2526577
216,2269445845,node,,pylon,,,,,46.6708239,11.247303
217,2269445849,node,,pylon,,,,,46.6738212,11.2509455
218,2269445852,node,,pylon,,,,,46.6665657,11.2421308
219,2279221741,node,,pylon,,,,,46.5117793,11.3815513
220,2325504449,node,,pylon,,,,,46.1986514,10.8198466
221,2325504451,node,,pylon,,,,,46.2002835,10.8200076
222,2325504454,node,,pylon,,,,,46.2020001,10.8201769
223,2325504457,node,,pylon,,,,,46.2032079,10.820296
224,2325504492,node,,pylon,,,,,46.2050249,10.8204752
225,2325504505,node,,pylon,,,,,46.2068697,10.8206572
226,2325504513,node,,pylon,,,,,46.208698,10.8208375
227,2325504516,node,,pylon,,,,,46.2100452,10.8209704
228,2325504518,node,,pylon,,,,,46.2114066,10.8211047
229,2325504521,node,,pylon,,,,,46.2126376,10.8212262
230,2325504523,node,,pylon,,,,,46.2142116,10.8213814
231,2325504526,node,,pylon,,,,,46.2162616,10.8216007
232,2325504528,node,,pylon,,,,,46.2177764,10.8217925
233,2325504601,node,,pylon,,,,,46.219687,10.821246
234,2325504603,node,,pylon,,,,,46.2210903,10.8201939
235,2325504611,node,,pylon,,,,,46.2221898,10.8194043
236,2325504640,node,,pylon,,,,,46.2235699,10.8184131
237,2325504655,node,,pylon,,,,,46.2247528,10.8175635
238,2325504666,node,,pylon,,,,,46.2259502,10.8167034
239,2325504673,node,,pylon,,,,,46.2269753,10.8159671
240,2325504675,node,,pylon,,,,,46.2278038,10.815372
241,2325574700,node,,pylon,,,,,46.2232034,10.8472425
242,2325574701,node,,pylon,,,,,46.223367,10.847319
243,2325574702,node,,pylon,,,,,46.2234099,10.8462634
244,2325574703,node,,pylon,,,,,46.2234704,10.8459762
245,2325574704,node,,pylon,,,,,46.2236174,10.8452791
246,2325574705,node,,pylon,,,,,46.2238758,10.8440535
247,2325574706,node,,pylon,,,,,46.2239457,10.8437218
248,2325574722,node,,pylon,,,,,46.2241745,10.8444479
249,2325574731,node,,pylon,,,,,46.2242693,10.8441108
250,2325574744,node,,pylon,,,,,46.2243964,10.841584
251,2325574755,node,,pylon,,,,,46.2246218,10.8405146
252,2325574762,node,,pylon,,,,,46.2247948,10.8396944
253,2325574765,node,,pylon,,,,,46.2251261,10.8381229
254,2325574768,node,,pylon,,,,,46.2254696,10.8364934
255,2325574777,node,,pylon,,,,,46.2267076,10.8354402
256,2325574802,node,,pylon,,,,,46.2281615,10.8302701
257,2325574807,node,,pylon,,,,,46.2282839,10.8298347
258,2342162643,node,,pylon,,,,,46.7921166,11.0990318
259,2342211316,node,,pylon,,,,,46.7953822,11.0942478
260,2342211322,node,,pylon,,,,,46.7945168,11.0955156
261,2342211779,node,,pylon,,,,,46.7926704,11.0982206
262,2342211795,node,,pylon,,,,,46.795947,11.0934204
263,2342211820,node,,pylon,,,,,46.7936165,11.0968345
264,2342211862,node,,pylon,,,,,46.7914822,11.099874
265,2392199917,node,,pylon,,,,,46.7090765,11.0323251
266,2392200102,node,,pylon,,,,,46.7160285,11.0265413
267,2392200135,node,,pylon,,,,,46.7172759,11.024874
268,2394407262,node,,pylon,,,,,46.7030517,11.5848592
269,2394407263,node,,pylon,,,,,46.7032517,11.5846728
270,2394407264,node,,pylon,,,,,46.7046394,11.5834542
271,2394407265,node,,pylon,,,,,46.7066892,11.5816355
272,2394407266,node,,pylon,,,,,46.7073714,11.5810206
273,2422708635,node,,pylon,,,,,46.6388613,11.7135952
274,2422708636,node,,pylon,,,,,46.6343875,11.7138481
275,2422708637,node,,pylon,,,,,46.6327687,11.7139396
276,2422708638,node,,pylon,,,,,46.6402476,11.7135168
277,2422708639,node,,pylon,,,,,46.6408846,11.7134808
278,2422708641,node,,pylon,,,,,46.6378022,11.713655
279,2422708642,node,,pylon,,,,,46.6368574,11.7137085
280,2422708643,node,,pylon,,,,,46.6317116,11.7139994
281,2422708644,node,,pylon,,,,,46.6394909,11.7135596
282,2422708645,node,,pylon,,,,,46.6355755,11.7137809
283,2422708646,node,,pylon,,,,,46.6336068,11.7138922
284,2422708647,node,,pylon,,,,,46.6361539,11.7137482
285,2424712288,node,,pylon,,,,,46.5904653,10.7001639
286,2424712538,node,,pylon,,,,,46.6002851,10.6945668
287,2441890970,node,,pylon,,,,,46.3721832,10.6632389
288,2441890972,node,,pylon,,,,,46.3742598,10.6622477
289,2441890973,node,,pylon,,,,,46.3759948,10.6614185
290,2441890974,node,,pylon,,,,,46.3760912,10.661358
291,2441890975,node,,pylon,,,,,46.3772627,10.6607668
292,2441890976,node,,pylon,,,,,46.3784036,10.6602082
293,2441890977,node,,pylon,,,,,46.3793762,10.6597515
294,2468099293,node,,pylon,,,,,46.5299764,11.3378073
295,2468099342,node,,pylon,,,,,46.5302561,11.337546
296,2488174968,node,,pylon,,,,,46.0135083,10.5120526
297,2488175898,node,,pylon,,,,,46.0310026,10.5129031
298,2488175900,node,,pylon,,,,,46.0417632,10.5134263
299,2488175901,node,,pylon,,,,,46.0500622,10.5138299
300,2488175902,node,,pylon,,,,,46.0522343,10.5139552
301,2506493860,node,,pylon,,,,,46.2347486,11.773512
302,2506493863,node,,pylon,,,,,46.2350255,11.7732816
303,2506493865,node,,pylon,,,,,46.2359919,11.7724774
304,2506493872,node,,pylon,,,,,46.2367414,11.7718537
305,2506493880,node,,pylon,,,,,46.2372677,11.7714157
306,2506493883,node,,pylon,,,,,46.2377948,11.7709771
307,2506493885,node,,pylon,,,,,46.2385361,11.7703602
308,2506493888,node,,pylon,,,,,46.23957,11.7694997
309,2506493900,node,,pylon,,,,,46.2401285,11.769035
310,2506493954,node,,pylon,,,,,46.2409916,11.7683167
311,2506494025,node,,pylon,,,,,46.2417074,11.7677209
312,2506494046,node,,pylon,,,,,46.242254,11.767266
313,2506494055,node,,pylon,,,,,46.2426307,11.7669526
314,2506494069,node,,pylon,,,,,46.2431159,11.7665487
315,2506494163,node,,pylon,,,,,46.2453076,11.774216
316,2506494191,node,,pylon,,,,,46.2458949,11.7738033
317,2520343973,node,,pylon,,,,,46.5199602,10.4570382
318,2520343974,node,,pylon,,,,,46.5239121,10.4544116
319,2521926178,node,,pylon,,,,,46.7618147,10.5091565
320,2524386331,node,,pylon,,,,,46.7971702,11.0833607
321,2530972708,node,,pylon,,,,,46.5940274,10.7152706
322,2530972978,node,,pylon,,,,,46.6062819,10.7105701
323,2534108652,node,,pylon,,,,,46.6106937,10.7084168
324,2607893460,node,,pylon,,,,,46.5877559,11.7390386
325,2607893516,node,,pylon,,,,,46.5886159,11.7382448
326,2607893537,node,,pylon,,,,,46.5891955,11.7377098
327,2607893566,node,,pylon,,,,,46.5897984,11.7371533
328,2607893589,node,,pylon,,,,,46.5906909,11.7363295
329,2607893610,node,,pylon,,,,,46.5918317,11.7352764
330,2607893624,node,,pylon,,,,,46.5924224,11.7347312
331,2607893642,node,,pylon,,,,,46.5930161,11.7341831
332,2607893656,node,,pylon,,,,,46.5934452,11.733787
333,2607893685,node,,pylon,,,,,46.5944359,11.7328725
334,2607893713,node,,pylon,,,,,46.5956133,11.7317856
335,2607893749,node,,pylon,,,,,46.5968399,11.7306532
336,2607893792,node,,pylon,,,,,46.5977193,11.7298414
337,2607893848,node,,pylon,,,,,46.5987467,11.7288929
338,2607893852,node,,pylon,,,,,46.5996444,11.7280642
339,2607893855,node,,pylon,,,,,46.6002521,11.7275031
340,2607893858,node,,pylon,,,,,46.6003063,11.727453
341,2608883514,node,,pylon,,,,,46.5402818,11.5654158
342,2608883515,node,,pylon,,,,,46.5403946,11.5682108
343,2608883523,node,3,pylon,,,,,46.540632,11.574098
344,2608883542,node,,pylon,,,,,46.5411078,11.5858956
345,2608883549,node,,pylon,,,,,46.5412341,11.5890254
346,2608883572,node,,pylon,,,,,46.5413557,11.59204
347,2608883585,node,,pylon,,,,,46.5414988,11.5955901
348,2608883615,node,,pylon,,,,,46.5421876,11.6126675
349,2608883623,node,,pylon,,,,,46.5422884,11.6151652
350,2610889667,node,,pylon,,,,,46.5200211,11.6807554
351,2610889668,node,,pylon,,,,,46.5184781,11.682078
352,2610889669,node,,pylon,,,,,46.5157898,11.6843821
353,2610889670,node,,pylon,,,,,46.5168248,11.683495
354,2610889671,node,,pylon,,,,,46.5173773,11.6830215
355,2610889672,node,,pylon,,,,,46.5190239,11.6816102
356,2610889673,node,,pylon,,,,,46.5251699,11.6763421
357,2610889674,node,,pylon,,,,,46.5234251,11.6778377
358,2610889675,node,,pylon,,,,,46.5244575,11.6769528
359,2610889676,node,,pylon,,,,,46.5218979,11.6791468
360,2610889677,node,,pylon,,,,,46.5225712,11.6785697
361,2610889678,node,,pylon,,,,,46.5208709,11.680027
362,2610889679,node,,pylon,,,,,46.5216739,11.6793387
363,2610889680,node,,pylon,,,,,46.5267531,11.6749849
364,2610889681,node,,pylon,,,,,46.5260042,11.6756269
365,2610889682,node,,pylon,,,,,46.5275347,11.6743149
366,2610889683,node,,pylon,,,,,46.5294821,11.6726454
367,2610889684,node,,pylon,,,,,46.5283457,11.6736196
368,2610889685,node,,pylon,,,,,46.5305373,11.6717408
369,2625047855,node,,pylon,,,,,46.5685468,10.5032253
370,2625047857,node,,pylon,,,,,46.5697916,10.5027577
371,2790770358,node,,pylon,,,,,46.6764798,11.2451238
372,2790929993,node,,pylon,,,,,46.6720045,11.2161686
373,2794855322,node,,pylon,,,,,46.6878022,11.2871143
374,2794855335,node,,pylon,,,,,46.6900243,11.2979134
375,2794855341,node,,pylon,,,,,46.6906402,11.3009069
376,2794855342,node,,pylon,,,,,46.6881039,11.2885807
377,2794855345,node,,pylon,,,,,46.6875194,11.28574
378,2794855350,node,,pylon,,,,,46.687265,11.2845037
379,2794855353,node,,pylon,,,,,46.690334,11.2994186
380,2794855355,node,,pylon,,,,,46.6893061,11.294423
381,2794855356,node,,pylon,,,,,46.6898242,11.2969411
382,2794855358,node,,pylon,,,,,46.6895941,11.2958227
383,2794855362,node,,pylon,,,,,46.6884523,11.2902737
384,2794855363,node,,pylon,,,,,46.6868186,11.2823343
385,2794855368,node,,pylon,,,,,46.6865905,11.2812257
386,2794855375,node,,pylon,,,,,46.6870188,11.2833073
387,2794855379,node,,pylon,,,,,46.6887352,11.2916483
388,2794855383,node,,pylon,,,,,46.6909407,11.3023674
389,2794855389,node,,pylon,,,,,46.6890593,11.2932234
390,2961508752,node,,pylon,,,,,46.5241344,10.5949074
391,2961508786,node,,pylon,,,,,46.524521,10.5903369
392,2961509249,node,,pylon,,,,,46.5266049,10.5914779
393,2961509263,node,,pylon,,,,,46.5270781,10.5920616
394,2961509314,node,,pylon,,,,,46.5276342,10.5927477
395,2961624978,node,,pylon,,,,,46.8249809,10.6892984
396,2961624984,node,,pylon,,,,,46.8250015,10.7015856
397,2961624986,node,,pylon,,,,,46.8249662,10.6922497
398,3043973200,node,,pylon,,,,,46.9187096,11.9055112
399,3043973202,node,,pylon,,,,,46.920066,11.906225
400,3043973204,node,,pylon,,,,,46.9212613,11.9068541
401,3043973208,node,,pylon,,,,,46.9220048,11.9072454
402,3043973211,node,,pylon,,,,,46.9230311,11.9077856
403,3043973215,node,,pylon,,,,,46.9231018,11.904503
404,3043973218,node,,pylon,,,,,46.9237487,11.9048749
405,3043973221,node,,pylon,,,,,46.9242698,11.9084375
406,3043973226,node,,pylon,,,,,46.9249938,11.9055906
407,3043973229,node,,pylon,,,,,46.9256996,11.9091901
408,3043980435,node,,pylon,,,,,46.9264482,11.9064266
409,3043980436,node,,pylon,,,,,46.9265802,11.9096536
410,3043980451,node,,pylon,,,,,46.9275035,11.9070332
411,3043980453,node,,pylon,,,,,46.9275792,11.9101794
412,3043980456,node,,pylon,,,,,46.9281038,11.9104556
413,3046074871,node,,pylon,,,,,46.916403,11.9030119
414,3046074872,node,,pylon,,,,,46.9188147,11.9038335
415,3046074873,node,,pylon,,,,,46.9210953,11.9046105
416,3046567189,node,,pylon,,,,,46.2669822,11.829563
417,3095941764,node,,pylon,,,,,46.7612054,10.5051644
418,3095941765,node,,pylon,,,,,46.7615029,10.5071138
419,3095941766,node,,pylon,,,,,46.7620444,10.5106622
420,3095941767,node,,pylon,,,,,46.7624427,10.5132716
421,3095941768,node,,pylon,,,,,46.7622439,10.5119691
422,3095941769,node,,pylon,,,,,46.7627646,10.5153809
423,3095941770,node,,pylon,,,,,46.7630196,10.5170523
424,3095941771,node,,pylon,,,,,46.7631413,10.5178499
425,3095941772,node,,pylon,,,,,46.7633665,10.5193255
426,3095941773,node,,pylon,,,,,46.7636964,10.5214876
427,3095941774,node,,pylon,,,,,46.7640209,10.5236137
428,3095941775,node,,pylon,,,,,46.7643225,10.5255902
429,3095941776,node,,pylon,,,,,46.7645741,10.5272386
430,3095941777,node,,pylon,,,,,46.7647829,10.5286072
431,3095941778,node,,pylon,,,,,46.7650585,10.5304129
432,3095941781,node,,pylon,,,,,46.7652174,10.5314542
433,3286457337,node,,pylon,,,,,46.8228398,10.6491041
434,3286457346,node,,pylon,,,,,46.8232068,10.6492404
435,3286457481,node,,pylon,,,,,46.8243201,10.6496538
436,3286457498,node,,pylon,,,,,46.8249379,10.6498832
437,3286457520,node,,pylon,,,,,46.8256107,10.6501331
438,3286457545,node,,pylon,,,,,46.8260547,10.650298
439,3286457679,node,,pylon,,,,,46.8267023,10.6505384
440,3286457707,node,,pylon,,,,,46.8274175,10.650804
441,3286457748,node,,pylon,,,,,46.8284027,10.6511699
442,3286457895,node,,pylon,,,,,46.8295434,10.6515935
443,3286457969,node,,pylon,,,,,46.8302498,10.6518559
444,3324836074,node,,pylon,,,,,46.7232068,10.6842465
445,3324836113,node,,pylon,,,,,46.7235969,10.6832728
446,3324836263,node,,pylon,,,,,46.7241417,10.6819132
447,3324836299,node,,pylon,,,,,46.7245277,10.6809499
448,3324836332,node,,pylon,,,,,46.7248136,10.6802364
449,3327846397,node,,pylon,,,,,46.5498201,11.6118278
450,3329266808,node,,pylon,,,,,46.7489491,11.9521829
451,3338575204,node,,pylon,,,,,46.9305172,11.924951
452,3338575205,node,,pylon,,,,,46.9296837,11.9208519
453,3356309243,node,,pylon,,,,,46.5071342,11.573491
454,3356309252,node,,pylon,,,,,46.5072399,11.5603267
455,3356309297,node,,pylon,,,,,46.5072339,11.5610832
456,3356309298,node,,pylon,,,,,46.5072784,11.5555336
457,3356309307,node,,pylon,,,,,46.5071395,11.5728258
458,3356309308,node,,pylon,,,,,46.5071734,11.5686067
459,3356309348,node,,pylon,,,,,46.5072224,11.5625128
460,3490670097,node,,pylon,,,,,46.6310187,10.7699144
461,3490670139,node,,pylon,,,,,46.6328673,10.7699507
462,3542149429,node,,pylon,,,,,46.1306264,11.5933615
463,3542149431,node,,pylon,,,,,46.130732,11.5898324
464,3542150500,node,,pylon,,,,,46.1304942,11.5977778
465,3542150505,node,,pylon,,,,,46.1305696,11.5952574
466,3574055754,node,,pylon,,,,,46.701423,11.2108071
467,3574088830,node,,pylon,,,,,46.7047799,11.2211068
468,3597076561,node,,pylon,,,,,46.7349777,11.2307988
469,3597076562,node,,pylon,,,,,46.7357985,11.2347376
470,3597076563,node,,pylon,,,,,46.7371211,11.2410488
