id,osmId,osm_type,name,difficulty,resort,ref,lit,grooming,latitude,longitude
692,145007909,way,Fiamme Oro II,intermediate,,2,,,46.3515165,11.687537
693,145007910,way,Zirmes,intermediate,,9,,,46.3380857,11.7110579
694,145010633,way,Tresca,intermediate,,30,,,46.3368222,11.5499988
695,145010635,way,Cinque Nazioni,intermediate,,35,,,46.3432096,11.5681155
696,145010639,way,Agnello Muro,advanced,,28a,,,46.3389701,11.5475347
697,145010640,way,Torre di Pisa,advanced,,38,,,46.3442011,11.5672384
698,145010642,way,Naturale Agnello,intermediate,,29,,,46.3354095,11.5491576
699,145010643,way,Variante Oberholz,intermediate,,2b,,,46.3740543,11.5364224
700,145024395,way,Frara,intermediate,,40,no,classic,46.5523814,11.8143628
701,145024396,way,Colfosco 2,easy,,45,no,classic,46.559617,11.8531849
702,145024397,way,Pista dell'Orso,easy,,,no,classic,46.558217,11.7721209
703,145214664,way,Variante Slalom,advanced,,35a,,,46.34165,11.5708769
704,147141120,way,Prà Alpesina,advanced,,37,,,45.7593473,10.8717535
705,147218267,way,Morgenrast,intermediate,,,,scooter,46.702322,11.4469257
706,147218268,way,Pendio ripido,advanced,,,,,46.70249,11.4542901
707,147218269,way,Pfnatsch,intermediate,,,,,46.6997235,11.4469614
708,147218270,way,Pichlberg,intermediate,,,,,46.6975453,11.4483051
709,147218271,way,,easy,,,,,46.7013344,11.4445092
710,147218272,way,,intermediate,,,,,46.6974411,11.441114
711,148976244,way,,difficult,,,,backcountry,46.723751,10.4224144
712,149396303,way,Pre dai Corf,easy,,18,,,46.5606694,11.9030233
713,149662329,way,,easy,,,,,46.8476523,11.3076157
714,149662332,way,Kalcher Alm III,easy,,9,,,46.8461881,11.3238844
715,149821399,way,Aberhamwiese,novice,,,,,46.8628556,11.3096652
716,149821401,way,,intermediate,,,,,46.861533,11.3023176
717,149821402,way,,easy,,,,,46.8485405,11.3064001
718,150856545,way,Panorama - Paradiso,easy,,16,no,classic,46.5300117,11.6284899
719,150856547,way,Steger,intermediate,,57,no,classic,46.5417832,11.6362905
720,150856549,way,,easy,,,,,46.5577859,11.6641446
721,150856550,way,,intermediate,,,no,classic,46.553544,11.6488964
722,150856552,way,,easy,,,,,46.5437453,11.6222149
723,150856555,way,,easy,,,no,classic,46.5467869,11.6357296
724,150856559,way,Euro 70,intermediate,,70,,,46.5445705,11.6188756
725,150856560,way,,easy,,77,,,46.5441834,11.6235452
726,150974880,way,,intermediate,,,,,46.582486,11.6928451
727,151422773,way,Martinelli,intermediate,,,,classic,46.5075071,11.7509557
728,151422782,way,Schiappen-Sella,easy,,,no,classic,46.5271709,11.7722933
729,151999946,way,Spitzbühl 1,intermediate,,1,no,classic,46.5335491,11.6030609
730,151999947,way,Spitzbühl 2,intermediate,,2,no,classic,46.5329037,11.6027946
731,151999948,way,Spitzbühl 4,easy,,4,no,classic,46.534746,11.6086868
732,151999949,way,Spitzbühl 3,intermediate,,3,no,classic,46.5319662,11.6045115
733,152010397,way,Laurin Monte - Spitzbühl,intermediate,,6,no,classic,46.5291514,11.6129805
734,152010399,way,Paradiso,easy,,17,no,classic,46.5247413,11.638267
735,152010400,way,Punta d'Oro 2,intermediate,,20,no,classic,46.5189158,11.6420487
736,152010403,way,Punta d'Oro 1,intermediate,,19,no,classic,46.5212461,11.6465738
737,152010404,way,Punta d`Oro - Floralpina,intermediate,,26,no,classic,46.5278337,11.6614554
738,152010407,way,Floralpina - Florian,easy,,29,no,classic,46.5306691,11.6696404
739,152010409,way,Floralpina - Florian,easy,,29,no,classic,46.5308167,11.6713418
740,152010410,way,Florian 1,intermediate,,30,no,classic,46.5232781,11.6779795
741,152010412,way,Floralpina - Punta d`Oro,intermediate,,31,no,classic,46.5258949,11.6519867
742,152010414,way,,easy,,32,no,classic,46.5299968,11.6712687
743,152010415,way,Florian 2,intermediate,,33,no,classic,46.5175122,11.6845832
744,152010416,way,Bamby - Euro,easy,,65,no,classic,46.5359973,11.6321349
745,152010419,way,Laurin 1,easy,,7,no,classic,46.5308311,11.616658
746,152010420,way,Laurin 2,intermediate,,8,no,classic,46.5326091,11.6145774
747,152014852,way,Euro - Spitzbühl,intermediate,,75,no,classic,46.5413987,11.6132439
748,152014858,way,Bullaccia - Strega,intermediate,,79,no,classic,46.549925,11.6132943
749,152014859,way,Strega 2,intermediate,,80,no,classic,46.5523486,11.6123144
750,152014861,way,Hexe - Puflatsch long,intermediate,,84,no,classic,46.5491187,11.611454
751,152034006,way,Breiteben,easy,,22,no,classic,46.8479029,11.6854772
752,152034007,way,29,easy,,,no,classic,46.8204752,11.663289
753,152034008,way,28,easy,,,no,classic,46.8167485,11.6599946
754,152034009,way,Steinermandl,advanced,,12,,,46.836399,11.5964987
755,152034010,way,Restaurant,easy,,14,no,classic,46.8437488,11.5991498
756,152034011,way,,easy,,,,,46.8387869,11.6040246
757,152034012,way,Segerwiese,advanced,,23,no,classic,46.8400486,11.6852489
758,152034014,way,28,easy,,,no,classic,46.820601,11.6620705
759,152034015,way,Wastl Huber,intermediate,,23A,no,classic,46.8388291,11.6834053
760,152034016,way,28,easy,,,no,classic,46.8153853,11.661868
761,152622687,way,53 Hubertus,easy,,,,classic,46.4057141,11.6014107
762,154714038,way,Falzeben 1,easy,,,,,46.6757671,11.2563582
763,154714041,way,Falzeben 2,advanced,,,,,46.6764679,11.2521732
764,154714044,way,Wallpach,intermediate,,,,,46.6740456,11.2514366
765,154950322,way,Kesselberg 1 - Costa Valcanova 1,easy,,,,,46.6884762,11.2929513
766,154950324,way,Kesselberg 2 - Costa Valcanova 2,easy,,,,,46.688833,11.29254
767,154950330,way,Mittager 1 - Catino 1,advanced,,,,,46.6818834,11.2920111
768,154950333,way,Mittager 2 - Catino 2,intermediate,,,,,46.684075,11.2848432
769,154950342,way,Oswald 1 - Osvaldo 1,intermediate,,,,,46.6884869,11.2757074
770,154950351,way,Oswald 2 - - Osvaldo 2,intermediate,,,,,46.688586,11.2769137
771,154950354,way,,easy,,1,,,46.6838583,11.2654635
772,154950371,way,,easy,,1,,,46.6786479,11.2566689
773,154952403,way,,intermediate,,,,,46.6858411,11.2748155
774,155220510,way,,easy,,,,,46.6837735,11.2787144
775,155220974,way,Oswald 2,intermediate,,,,,46.6862219,11.279936
776,160039477,way,Capanna Margherita,easy,,66,,,46.3806846,11.7845399
777,160039478,way,Campigol,easy,,64,,,46.3809454,11.7824273
778,160092093,way,,intermediate,,,,,46.5362347,10.9264911
779,160916072,way,,easy,Variante Presena Paradiso,,no,classic,46.2340224,10.5817198
780,168308941,way,,easy,Charly,,,,46.5379664,11.7351113
781,168315630,way,,intermediate,,,,,46.5359347,11.756749
782,168921392,way,,intermediate,Buffaure Panorama,,,,46.4239695,11.7024207
783,168921404,way,,intermediate,Rientro Buffaure,,,,46.4200103,11.7071695
784,169004568,way,,easy,,,,,46.6554633,12.4178206
785,171068229,way,Watles Abfahrt,intermediate,,,,classic,46.7184311,10.4863884
786,171068230,way,Watles - Vatles,intermediate,,,,classic,46.7046554,10.5009451
787,179202070,way,Verbindung Wasserfalleralm-Enzian - Collegamento Malga Cascata-Enzian,easy,,,,classic,46.8474791,11.2995759
788,179202073,way,Blosegg,intermediate,,,,classic,46.8560969,11.3040255
789,180184885,way,3,easy,,,,classic,46.5662724,10.5051593
790,180184886,way,5,intermediate,,,,classic,46.5710854,10.4994364
791,180184887,way,7,intermediate,,,,classic,46.569245,10.5038574
792,181514508,way,Rivetta,intermediate,,18,no,,45.957108,11.3143355
793,181770817,way,Torion,easy,,17,no,,45.957279,11.3057641
794,182261361,way,Pioverna,intermediate,,25,,,45.8778686,11.2317691
795,182261362,way,,intermediate,,,,,45.8829543,11.2061941
796,182261366,way,,easy,,,,,45.8793042,11.2393667
797,182261367,way,,easy,,,,,45.878913,11.2156834
798,182261368,way,Baby Coe,easy,,23d,,,45.8769473,11.2201488
799,182261369,way,Termental,easy,,24,,,45.8776558,11.2224084
800,183432086,way,,easy,,,,,46.5333835,10.9198264
801,184435029,way,Cordela,easy,,F,yes,,46.0421598,11.0632089
802,184435031,way,Palon,intermediate,,A,,,46.0273199,11.0576909
803,184435032,way,Pinot,intermediate,,P,,,46.0480692,11.0684206
804,184435035,way,Gran Pista,intermediate,,D,,classic,46.034766,11.0460044
805,184435036,way,,intermediate,,,,,46.0275632,11.0561864
806,184435037,way,3-Tre Vaneze,easy,,R,,,46.048283,11.0697649
807,184641971,way,Diagonale Montesel,easy,,E,yes,,46.0381932,11.062661
808,184641972,way,3-Tre Panoramica,easy,,M,,,46.0397512,11.0673822
809,184641973,way,3-Tre Panoramica,easy,,M,,,46.0437316,11.0695524
810,184818579,way,Lavaman,intermediate,,G,yes,,46.0419654,11.0674426
811,184818585,way,Boardercross Monte Bondone,intermediate,,N,,,46.042086,11.0685958
812,184818586,way,Topolino,intermediate,,M,,,46.0431238,11.0693398
813,184819120,way,Canalon Variante Gare,intermediate,,C,,,46.0347281,11.0582638
814,186227277,way,Variante Prà Alpesina,easy,,39,,,45.7630409,10.8677419
815,187116022,way,Mezoli,easy,,2,,,46.3566464,10.6569866
816,187116026,way,Tarlenta,intermediate,,1,,,46.36378,10.6547168
817,187161112,way,Collegamento San Valentino Polsa,easy,,23,,,45.7746895,10.9337884
818,187161114,way,Variante Rosa del sole,intermediate,,21,,,45.7724705,10.9318441
819,187161118,way,,novice,,,,,45.7869069,10.9173345
820,187161119,way,,easy,,,,,45.7748843,10.9255854
821,197627077,way,Piste 2b,intermediate,,2b,,,46.8443432,11.3088873
822,197898880,way,San Valentino Sud,easy,,27,,,45.7786043,10.9196659
823,197898881,way,,easy,,,,,45.7772744,10.9250605
824,197898882,way,,novice,,,,,45.7809713,10.9142576
825,197934755,way,Malga Susine,intermediate,,15,,,45.7745496,10.9426604
826,197934756,way,Polsa 1,intermediate,,11,,,45.7776033,10.9433004
827,197935180,way,Malga Pra' Vecchio,advanced,,,,,45.7729406,10.9354498
828,198334653,way,Skiweg Schwemmalm - Breiteben,easy,,,,,46.5332735,10.9230443
829,198334654,way,Skiweg St.Moritz,easy,,2,,,46.5404742,10.9447068
830,198334657,way,,easy,,,,,46.5409543,10.9342443
831,198334658,way,Ubungspiste,easy,,5,,,46.5410205,10.9333402
832,198334659,way,,easy,,,,,46.5408186,10.9342932
833,198334660,way,Skiweg Schwemmalm - Breiteben,easy,,9,,,46.5337141,10.9208787
834,198334662,way,,easy,,,,,46.5414983,10.9319437
835,198334663,way,Asmol,intermediate,,6,,,46.5389753,10.9205463
836,198372895,way,Skiweg lo Scoiattolo,easy,,X,,,46.1436665,11.0146322
837,198372896,way,Nuvola Rossa,intermediate,,V,,,46.1539284,11.0445606
838,198760143,way,Le Caviette,intermediate,,42,,,46.3679907,11.8063793
839,199275476,way,,easy,,,,,46.343439,11.7033629
840,199275478,way,,advanced,,,,,46.3676697,11.6874992
841,199275479,way,,advanced,,,,,46.3679206,11.6875646
842,199275481,way,,advanced,,,,,46.3673573,11.6870006
843,199275483,way,,advanced,,,,,46.3674178,11.6873865
844,199275484,way,Lasté,intermediate,,8,,,46.3432181,11.7116186
845,199275486,way,,easy,,,,,46.3454585,11.6929335
846,199275487,way,Canalone Tomba,advanced,,2a,,,46.3466826,11.6862859
847,199276086,way,Monzoni,intermediate,,60,,,46.3869982,11.7838713
848,199276088,way,Le Coste A,intermediate,,49A,,,46.3884122,11.8012372
849,199413986,way,,easy,,,,,46.4794869,11.8074608
850,199413987,way,Vernel,intermediate,,2,,,46.4804908,11.8007659
851,199413989,way,Belvedere,easy,,3,,,46.4801489,11.8038324
852,199413991,way,Variante Marmotte,intermediate,,1b,,,46.4811247,11.807177
853,199483828,way,Gonzaga,intermediate,,8,no,classic,46.4838337,11.8021515
854,199513820,way,Collegamento Costabella - Prafiorì,easy,,84,,,46.2474826,11.4944437
855,199513821,way,Collegamento Lagorai - Costabella,easy,,86,,,46.2495405,11.494866
856,199513822,way,Collegamento Prafiorì - Costabella,easy,,76,,,46.2460433,11.4953375
857,199513823,way,Costabella,intermediate,,79,,,46.2462995,11.4983551
858,199513825,way,Forcella Bombasel,intermediate,,75,,,46.2375333,11.5012733
859,199513827,way,Lagorai,easy,,77,,,46.2466421,11.5041758
860,199513828,way,Olimpia 1,advanced,,80,,,46.2455454,11.4995257
861,199513829,way,Olimpia 2,advanced,,81,,,46.2572524,11.4874037
862,199513831,way,Prafiorì,intermediate,,82,,,46.2412376,11.4945908
863,199513832,way,Salera,intermediate,,83,,,46.2401055,11.4968887
864,199553743,way,,intermediate,Le Caviette,,,,46.3752243,11.8079108
865,200908278,way,,easy,,,,,46.3779921,11.8014059
866,201014165,way,Del Passo,easy,,44,,,46.3779976,11.7992834
867,201014166,way,,easy,,,,,46.3784787,11.7966553
868,201512317,way,,easy,,,,,46.7180288,12.3594891
869,202064090,way,,intermediate,,,,,46.6971635,11.4390886
870,202673285,way,Rolle 2,easy,,2,,,46.2983361,11.7817017
871,202673286,way,Castellazzo 2,intermediate,,4,,,46.3028486,11.7928546
872,202673287,way,Raccordo Paradiso,easy,,11,,,46.2942577,11.7801371
873,202673288,way,Castellazzo 3,intermediate,,3,,,46.3012554,11.792626
874,202673289,way,Ferrari I,easy,,7,,,46.293713,11.7834794
875,202673290,way,Rolle 1,easy,,1,,,46.2977196,11.7820144
876,202673292,way,Fiamme Gialle,intermediate,,8,,,46.2900274,11.7867729
877,202673293,way,,easy,,,,,46.2972603,11.778442
878,202673296,way,,easy,,,,,46.2963607,11.7810208
879,202673297,way,,easy,,,,,46.2996124,11.7867479
880,202673298,way,Paradiso 1,advanced,,9,,,46.2905518,11.7821542
881,203462697,way,Prà Erto,advanced,,26,,,46.3447821,11.545417
882,203462699,way,Zanggen 1,intermediate,,9,,,46.3556856,11.5356353
883,203462713,way,Variante Dossi,advanced,,30a,,,46.3318254,11.5567715
884,203462715,way,Variante Bosco,advanced,,21,,,46.3499561,11.5369512
885,203462716,way,Muro Pala di Santa,advanced,,20a,,,46.3501916,11.5333219
886,203593416,way,,easy,,,,,46.2342445,10.8247621
887,203774864,way,Olimpionica 2,advanced,,H,,,46.1465026,11.0227397
888,203936134,way,,easy,Via del Bosco,,,,46.2499832,11.4800245
889,206375991,way,,easy,,,,,46.3979027,11.2082918
890,206375992,way,,novice,,,,,46.403138,11.2075661
891,206984693,way,,easy,Variante Presena Paradiso,209,no,,46.2311464,10.5817554
892,206985805,way,Cadì Carosello,advanced,Cadì Carosello,32,,,46.2687144,10.580802
893,206985806,way,Valena,easy,Valena,33,,,46.2635367,10.5829977
894,206988310,way,Valena,easy,Valena,33,,,46.2632742,10.5841301
895,206988311,way,,easy,,,,,46.2674626,10.5856607
896,206988313,way,Tonale Occidentale,intermediate,Tonale Occidentale,35,,,46.2799509,10.575665
897,206988314,way,Valbiolo,easy,Valbiolo,34,,,46.2720338,10.5858067
898,206988315,way,,intermediate,Contrabbandieri,36,,,46.2855347,10.5797868
899,208093053,way,Ciampac,advanced,Ciampac,,no,classic,46.4516712,11.7804752
900,208093054,way,,easy,,,,,46.443035,11.6814666
901,208093056,way,Ciampac,advanced,,,no,classic,46.4478795,11.775291
902,208093057,way,Thöni,intermediate,,,,,46.4271613,11.6627718
903,208264695,way,Boe - Campolongo,intermediate,,22,no,classic,46.5239053,11.8652477
904,208264697,way,Comici II,intermediate,,,no,classic,46.5318524,11.7502711
905,208293531,way,,intermediate,,,,,46.4916115,11.7813021
906,208293533,way,,intermediate,,,,,46.5020308,11.7524767
907,208293534,way,,intermediate,,,,,46.4919992,11.7811432
908,208293535,way,Pordoi,intermediate,,7,no,classic,46.4869623,11.8051719
909,208446672,way,,easy,,,,,46.5560818,11.9217837
910,208446675,way,,easy,,,,,46.5552763,11.9146376
911,208446681,way,,easy,,,,,46.5550122,11.9147641
912,208446686,way,,easy,,,,,46.5548282,11.9150119
913,208580610,way,Capanna Nera,easy,,,no,classic,46.545437,11.8779576
914,208580614,way,Biancaneve,easy,,,no,classic,46.5569161,11.7652727
915,208580616,way,,easy,,,,,46.5448313,11.8797736
916,208580618,way,,intermediate,,,,,46.5387482,11.7521982
917,208580620,way,Costes da l'Ega,easy,,8,no,classic,46.5451432,11.8784096
918,208580622,way,Catores - Fermeda,intermediate,,,no,classic,46.5944057,11.7305179
919,208719710,way,,easy,,,,,46.5571429,11.7308805
920,208719714,way,,easy,,,,,46.5654104,11.9061311
921,208719721,way,Piz Secteur - Sotsaslong,intermediate,,,no,classic,46.525984,11.760087
922,208719722,way,Sotsaslong,easy,,,no,classic,46.5254044,11.7527743
923,208728569,way,Curona,easy,,,no,classic,46.5953936,11.7260696
924,208732386,way,Florian - Zallinger - Floralpina,intermediate,,34,no,classic,46.5198147,11.6773555
925,209187035,way,Fungeia - Campo Freina,easy,,,no,classic,46.5490537,11.7643915
926,209187048,way,,easy,,,,,46.5436107,11.8853992
927,209187049,way,,intermediate,,,,,46.5555905,11.9178643
928,209194340,way,Variante Super Red,intermediate,,,,,46.4827397,11.7982988
929,209289249,way,,easy,,,,classic,46.2549028,11.7952518
930,210471394,way,,novice,,,,,46.4031803,11.6095891
931,210550216,way,,intermediate,,,,,46.8326764,10.6473065
932,210550217,way,,intermediate,,,,,46.8337999,10.6467952
933,210784401,way,55 Latemarwiesen - 55 Prati di Latemar,intermediate,,,,,46.3986444,11.6010742
934,210784403,way,54 Pra di Tori,advanced,,,,,46.3983214,11.6028581
935,210789849,way,,easy,,,,,46.4031274,11.6077369
936,210789851,way,56 Le Pope,easy,,,,,46.4014559,11.6069845
937,210789855,way,,easy,,,,,46.4035107,11.606766
938,210789858,way,54 Pra di Tori,easy,,,,,46.4014662,11.6068957
939,210789861,way,,easy,,,,,46.4035023,11.6088327
940,210789863,way,,easy,,,,,46.4027718,11.6062417
941,211181078,way,,easy,,,,,46.4080909,11.5924112
942,211193213,way,45 Paolina,intermediate,,,,,46.4134462,11.6068451
943,211193214,way,43A Golf I,easy,,,,,46.4120244,11.5973575
944,211193215,way,45 Paolina,intermediate,,,,,46.4110434,11.5999124
945,211193217,way,44a Verbindung Masarè Hütte,novice,,,,,46.4149829,11.6089413
946,211194519,way,43B Golf II,easy,,,,,46.4086445,11.592777
947,211194521,way,,easy,,,,,46.4081599,11.5917319
948,211194522,way,43 Golf I,easy,,,,,46.4108373,11.5941316
949,211194524,way,,easy,,,,,46.408383,11.591478
950,211196049,way,45 Paolina,advanced,,,,,46.4151087,11.6119052
951,211196050,way,42a Rosengarten,intermediate,,,,,46.4133153,11.6012836
952,211196051,way,44 Masarè,advanced,,,,,46.4155919,11.6108037
953,211197991,way,,easy,,,,,46.4144859,11.5985666
954,211197993,way,40 Franzin,easy,,,,,46.4173844,11.5925322
955,211197994,way,,easy,,,,,46.4210715,11.5884667
956,211356488,way,,easy,,,,,46.4145987,11.5985397
957,211356489,way,,easy,,,,,46.415405,11.5980409
958,211356492,way,,easy,,,,,46.4076394,11.5965024
959,211356494,way,53 Hubertus,easy,,,,classic,46.4077953,11.5943489
960,211768971,way,,easy,,,,,46.4137005,11.5968921
961,211772941,way,,easy,,,,,46.4216062,11.587119
962,211777131,way,21 Laurin II,intermediate,,,,classic,46.4408807,11.5997788
963,211777132,way,20 König Laurin - 20 Re Laurino,advanced,,,,classic,46.4432581,11.6092454
964,211777133,way,,intermediate,,,,,46.4404674,11.598434
965,211777134,way,,intermediate,,,,classic,46.4422352,11.6116115
966,211777135,way,21 Laurin II,intermediate,,,,classic,46.4406253,11.600943
967,211777137,way,23 Monte Coronelle,intermediate,,,,classic,46.4419725,11.5943211
968,211959294,way,Leite,intermediate,,23c,,,45.8790655,11.2158226
969,220274551,way,1b,intermediate,,,no,classic,46.4950172,10.5959468
970,225908937,way,,easy,Variante Presena Paradiso,,no,classic,46.2378985,10.5808731
971,226563619,way,Cengio Rosso,intermediate,,18,,,45.8774234,11.2043279
972,226726733,way,Variante Rainer,advanced,,22,,,45.8837042,11.2030641
973,227342281,way,Campo Scuola Rolly Marchi,easy,,B,,,46.1610903,11.0507424
974,227347790,way,,freeride,,K,,backcountry,46.1394806,11.0279252
975,227347792,way,,freeride,,N,,backcountry,46.1406592,11.0190632
976,227347794,way,Teresat,novice,,R,,,46.1482367,10.9964497
977,229699929,way,,easy,Panoramica,SP215,,,46.3444532,11.5518808
978,231319847,way,,easy,Cigolade,,,,46.4347178,11.6521502
979,231609291,way,12b,intermediate,,,,,46.7141268,12.3739594
980,231609315,way,,intermediate,,,,,46.710585,12.3691846
981,231615098,way,,intermediate,,,,,46.7059597,12.3750682
982,231615102,way,11- Helm Sexten,intermediate,,,,,46.7028309,12.3764534
983,231615111,way,11- Helm Sexten  -  11 - Elmo Sesto,intermediate,,,,,46.6998581,12.3756863
984,231615113,way,11- Helm Sexten  -  11 - Elmo Sesto,intermediate,,,,,46.704643,12.3757923
985,238192362,way,,intermediate,,,,,46.7137807,12.3651371
986,238404879,way,Madritsch,advanced,,,,,46.5102455,10.5954861
987,239198586,way,I - Skiweg Unesco,easy,,,,classic,46.6555601,12.4098525
988,239200618,way,,easy,4b,,,,46.6653737,12.3726087
989,239200622,way,,easy,4b,,,,46.6657606,12.372114
990,239435467,way,Cadepunt,easy,,,no,classic,46.5582315,11.7655807
991,240495380,way,,easy,,,no,classic,46.58161,11.902613
992,243640142,way,Tulot,advanced,,100,,,46.1751293,10.7918515
993,243640143,way,Clump,easy,,111,,,46.1737916,10.8099612
994,243640145,way,Fossadei,easy,,109,,,46.1702308,10.7924347
995,243640146,way,Variante Tulot,advanced,,117,,,46.1726515,10.785887
996,243640147,way,Cioca 2,intermediate,,108,,,46.1725409,10.8033498
997,243640148,way,Skiweg Fossadei - Cioca 2,easy,,118,,,46.1728349,10.7983049
998,244525307,way,Schmugglerabfahrt - Pista dei Contrabbandieri,intermediate,,,,,46.7781581,10.790693
999,244840614,way,Talabfahrt Haideralm,intermediate,,10,,classic,46.7623751,10.5178836
1000,244923529,way,2,easy,,,,,46.5579759,10.5085624
1001,244924028,way,5,easy,,,,,46.5677352,10.501423
1002,244924204,way,7,intermediate,,,,,46.5735583,10.499068
1003,244924334,way,8,advanced,,,,,46.572439,10.5033619
1004,244924533,way,9,easy,,,,,46.5722567,10.5047865
1005,244926967,way,,easy,Geister 1,,no,classic,46.5046528,10.4709671
1006,244927947,way,,easy,Geister 2,,no,classic,46.504631,10.4702806
1007,244928601,way,Livrio - Trincerone,easy,Livrio - Trincerone,,no,classic,46.5136482,10.4644623
1008,244930617,way,Trincerone - Passo Stelvio,easy,Trincerone - Passo Stelvio,5,no,classic,46.5216167,10.4560056
1009,244932842,way,1,easy,,,no,classic,46.4983814,10.623648
1010,244932844,way,1a,easy,,,,,46.491851,10.6135772
1011,244934070,way,1b,intermediate,,,,,46.4890616,10.6023981
1012,244934071,way,6,advanced,,,no,backcountry,46.4967744,10.598347
1013,244935277,way,2,easy,,,,,46.4945577,10.6156126
1014,244935836,way,3,intermediate,,,no,classic,46.4969258,10.6198527
1015,244935837,way,4,intermediate,,,,,46.4984011,10.6195707
1016,244935838,way,8,intermediate,,,no,classic,46.5013024,10.6220495
1017,244935839,way,7,advanced,,,no,classic,46.5015981,10.6189657
1018,244938275,way,Zayabfahrt,easy,,13,no,classic,46.5261166,10.6056494
1019,244938276,way,Abfahrt Kanzel,easy,,12,no,classic,46.525766,10.5985269
1020,244938279,way,15,intermediate,,,,,46.5181727,10.5743306
1021,244938280,way,14,easy,,,,,46.5175522,10.5742218
1022,245189893,way,Rennpiste Lazaun,intermediate,,L2,,classic,46.7558827,10.772837
1023,245189894,way,Familienpiste Lazaun,intermediate,,L1,,classic,46.7537494,10.7717835
1024,245189895,way,,intermediate,,L2,,,46.7550341,10.7688765
1025,245190152,way,Glocken 1,easy,,K1,,classic,46.7573721,10.7851056
1026,245190153,way,Glocken 2,easy,,K2,,classic,46.7571807,10.7852184
1027,245191314,way,Teufelsegg R1,advanced,,,,,46.7824633,10.7675031
1028,245191315,way,Teufelsegg R2,advanced,,,,,46.7789439,10.7755232
1029,245191944,way,Teufelsegg R1,advanced,,,,,46.7786319,10.7730616
1030,245193630,way,,advanced,,,,,46.7600168,10.7835776
1031,245193631,way,S3 Leo Gurschler,advanced,,,,,46.7794544,10.8007211
1032,245195677,way,F1,easy,,,,,46.774364,10.8080099
1033,245195679,way,F2,easy,,,,,46.7744738,10.8084359
1034,245195682,way,G3,easy,,,,,46.7727171,10.8018466
1035,245195685,way,Hintereis 2,easy,,,,,46.7887832,10.7929441
1036,245201977,way,,advanced,,,,,46.7932751,11.0927172
1037,245201982,way,,easy,,,,,46.7932763,11.0835725
1038,245201985,way,,easy,,,,,46.7923658,11.0822771
1039,245201988,way,,easy,,,,,46.7925402,11.0822189
1040,245201991,way,,easy,,,,,46.7949981,11.0835866
1041,245201993,way,,easy,,,,,46.7959217,11.0857032
1042,245201995,way,,easy,,,,,46.7958169,11.085691
1043,245201998,way,,easy,,,,,46.79727,11.0878066
1044,245204445,way,Favorit,intermediate,,,no,classic,46.9146653,11.4029333
1045,245204446,way,Favorit Varianten - Variante,easy,,,no,classic,46.9176387,11.400596
1046,245204447,way,Favorit Varianten - Variante,easy,,,no,,46.9121506,11.4102698
1047,245204449,way,Gringesboden,intermediate,,,no,classic,46.9115795,11.4039212
1048,245204451,way,International I,intermediate,,,no,classic,46.9146834,11.3924619
1049,245204453,way,International II,intermediate,,,no,classic,46.9141842,11.3924619
1050,245204455,way,Sonne,easy,,,no,classic,46.9123666,11.3920069
1051,245204457,way,Training,advanced,,,no,classic,46.913541,11.3924299
1052,245204459,way,Ramingeralm,intermediate,,,no,classic,46.9097936,11.3966723
1053,245206102,way,,intermediate,Schwandt,,no,classic,46.8445224,11.6432565
1054,245208331,way,Oberhorn 1,easy,,,,,46.6083598,11.4591257
1055,245208332,way,Oberhorn 2,easy,,,,,46.6080173,11.4598594
1056,245208337,way,Steilhang Pennleger - Scarpata Pennleger,advanced,,,,,46.6044491,11.4610127
1057,245208339,way,,easy,,,,,46.5794986,11.454713
1058,245208341,way,,easy,,,,,46.5998015,11.4536115
1059,245208522,way,Schwarzsee 1 - Lago Nero 1,intermediate,,,,,46.5939732,11.4510263
1060,245208523,way,Schwarzsee 2 - Lago Nero 2,advanced,,,,,46.5927849,11.4522359
1061,245214920,way,,easy,,,,,46.6287109,11.1165683
1062,245214921,way,,intermediate,,,,,46.6323057,11.1086738
1063,245214922,way,,intermediate,,,,,46.6368058,11.0991791
1064,245214923,way,,intermediate,,,,,46.6360477,11.0949111
1065,245214924,way,,intermediate,,,,,46.6402841,11.0971453
1066,245372221,way,Cima Storta,intermediate,,,,,46.0532154,11.3217639
1067,245372222,way,Rigolor,advanced,,,no,classic,46.0543128,11.3260386
1068,245372223,way,,intermediate,,,,,46.0519182,11.3286907
1069,245372224,way,Collegamento Storta - Rigolor,advanced,,,,,46.0539126,11.323818
1070,245372225,way,,easy,,,,,46.0546874,11.3204655
1071,245372226,way,,easy,,,,,46.0492671,11.324474
1072,245372227,way,,easy,,,,,46.0532916,11.3163493
1073,245372228,way,,easy,,,,,46.0495584,11.3180241
1074,245372229,way,,easy,,,,,46.0528191,11.3163776
1075,245372230,way,,easy,,,,,46.0527647,11.3172844
1076,245473890,way,Collegamento Covel - Peio,easy,,,,,46.3625718,10.662065
1077,245473891,way,Freeride delle Gole,advanced,,,,,46.3627307,10.6647063
1078,245473892,way,,freeride,,,no,backcountry,46.3745627,10.6623359
1079,245473893,way,Doss dei Gembri,intermediate,,4,no,classic,46.377528,10.6601446
1080,245473894,way,Scoiattolo,intermediate,,11,no,classic,46.371891,10.6627268
1081,245473895,way,Variante dei Monti,intermediate,,13,no,classic,46.3780062,10.6550489
1082,245473896,way,,intermediate,,,,,46.3700678,10.6598672
