slopeId,osmId,name,difficulty,resort,ref,latitude,longitude
702,145024397,Pista dell'Orso,easy,Centro di fondo Vallunga,,46.558217,11.7721209
703,145214664,Variante Slalom,advanced,Latemar Dolomites,35a,46.34165,11.5708769
704,147141120,Prà Alpesina,advanced,Prà Alpesina,37,45.7593473,10.8717535
705,147218267,Morgenrast,intermediate,Morgenrast,,46.702322,11.4469257
706,147218268,Pendio ripido,advanced,Pendio ripido,,46.70249,11.4542901
707,147218269,Pfnatsch,intermediate,Pfnatsch,,46.6997235,11.4469614
708,147218270,Pichlberg,intermediate,Pichlberg,,46.6975453,11.4483051
709,147218271,,easy,Morgenrast,,46.7013344,11.4445092
710,147218272,,intermediate,Reinswald,,46.6974411,11.441114
711,148976244,,difficult,Nordisches Skizentrum Schlinig - Centro sci nordico Slingia,,46.723751,10.4224144
712,149396303,Pre dai Corf,easy,Alta Badia,18,46.5606694,11.9030233
713,149662329,,easy,Ratschings-Jaufen,,46.8476523,11.3076157
714,149662332,Kalcher Alm III,easy,Ratschings-Jaufen,9,46.8461881,11.3238844
715,149821399,Aberhamwiese,novice,Blosegg,,46.8628556,11.3096652
716,149821401,,intermediate,Blosegg,,46.861533,11.3023176
717,149821402,,easy,Ratschings-Jaufen,,46.8485405,11.3064001
718,150856545,Panorama - Paradiso,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,16,46.5300117,11.6284899
719,150856547,Steger,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,57,46.5417832,11.6362905
720,150856549,,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,,46.5577859,11.6641446
721,150856550,,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,,46.553544,11.6488964
722,150856552,,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,,46.5437453,11.6222149
723,150856555,,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,,46.5467869,11.6357296
724,150856559,Euro 70,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,70,46.5445705,11.6188756
725,150856560,,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,77,46.5441834,11.6235452
726,150974880,,intermediate,Val Gardena,,46.582486,11.6928451
727,151422773,Martinelli,intermediate,Belvedere - Col Rodella - Passo Pordoi,,46.5075071,11.7509557
728,151422782,Schiappen-Sella,easy,Sport Schenk,,46.5271709,11.7722933
729,151999946,Spitzbühl 1,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,1,46.5335491,11.6030609
730,151999947,Spitzbühl 2,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,2,46.5329037,11.6027946
731,151999948,Spitzbühl 4,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,4,46.534746,11.6086868
732,151999949,Spitzbühl 3,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,3,46.5319662,11.6045115
733,152010397,Laurin Monte - Spitzbühl,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,6,46.5291514,11.6129805
734,152010399,Paradiso,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,17,46.5247413,11.638267
735,152010400,Punta d'Oro 2,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,20,46.5189158,11.6420487
736,152010403,Punta d'Oro 1,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,19,46.5212461,11.6465738
737,152010404,Punta d`Oro - Floralpina,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,26,46.5278337,11.6614554
738,152010407,Floralpina - Florian,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,29,46.5306691,11.6696404
739,152010409,Floralpina - Florian,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,29,46.5308167,11.6713418
740,152010410,Florian 1,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,30,46.5232781,11.6779795
741,152010412,Floralpina - Punta d`Oro,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,31,46.5258949,11.6519867
742,152010414,,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,32,46.5299968,11.6712687
743,152010415,Florian 2,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,33,46.5175122,11.6845832
744,152010416,Bamby - Euro,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,65,46.5359973,11.6321349
745,152010419,Laurin 1,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,7,46.5308311,11.616658
746,152010420,Laurin 2,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,8,46.5326091,11.6145774
747,152014852,Euro - Spitzbühl,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,75,46.5413987,11.6132439
748,152014858,Bullaccia - Strega,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,79,46.549925,11.6132943
749,152014859,Strega 2,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,80,46.5523486,11.6123144
750,152014861,Hexe - Puflatsch long,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,84,46.5491187,11.611454
751,152034006,Breiteben,easy,Breiteben,22,46.8479029,11.6854772
752,152034007,29,easy,28,,46.8204752,11.663289
753,152034008,28,easy,28,,46.8167485,11.6599946
754,152034009,Steinermandl,advanced,Steinermandl,12,46.836399,11.5964987
755,152034010,Restaurant,easy,Restaurant,14,46.8437488,11.5991498
756,152034011,,easy,Hinterberg,,46.8387869,11.6040246
757,152034012,Segerwiese,advanced,Segerwiese,23,46.8400486,11.6852489
758,152034014,28,easy,28,,46.820601,11.6620705
759,152034015,Wastl Huber,intermediate,Wastl Huber,23A,46.8388291,11.6834053
760,152034016,28,easy,28,,46.8153853,11.661868
761,152622687,53 Hubertus,easy,Carezza,,46.4057141,11.6014107
762,154714038,Falzeben 1,easy,Falzeben 2,,46.6757671,11.2563582
763,154714041,Falzeben 2,advanced,Falzeben 2,,46.6764679,11.2521732
764,154714044,Wallpach,intermediate,Falzeben 2,,46.6740456,11.2514366
765,154950322,Kesselberg 1 - Costa Valcanova 1,easy,Kesselberg 1 - Costa Valcanova 1,,46.6884762,11.2929513
766,154950324,Kesselberg 2 - Costa Valcanova 2,easy,Kesselberg 2 - Costa Valcanova 2,,46.688833,11.29254
767,154950330,Mittager 1 - Catino 1,advanced,Mittager 1 - Catino 1,,46.6818834,11.2920111
768,154950333,Mittager 2 - Catino 2,intermediate,Mittager 2 - Catino 2,,46.684075,11.2848432
769,154950342,Oswald 1 - Osvaldo 1,intermediate,Oswald 1 - Osvaldo 1,,46.6884869,11.2757074
770,154950351,Oswald 2 - - Osvaldo 2,intermediate,Oswald 2 - - Osvaldo 2,,46.688586,11.2769137
771,154950354,,easy,Meran 2000,1,46.6838583,11.2654635
772,154950371,,easy,Falzeben 2,1,46.6786479,11.2566689
773,154952403,,intermediate,Oswald 1 - Osvaldo 1,,46.6858411,11.2748155
774,155220510,,easy,Oswald 2,,46.6837735,11.2787144
775,155220974,Oswald 2,intermediate,Oswald 2,,46.6862219,11.279936
776,160039477,Capanna Margherita,easy,Ski Area San Pellegrino - Falcade,66,46.3806846,11.7845399
777,160039478,Campigol,easy,Ski Area San Pellegrino - Falcade,64,46.3809454,11.7824273
778,160092093,,intermediate,Schwemmalm,,46.5362347,10.9264911
779,160916072,,easy,Variante Presena Paradiso,,46.2340224,10.5817198
780,168308941,,easy,Charly,,46.5379664,11.7351113
781,168315630,,intermediate,Sport Schenk,,46.5359347,11.756749
782,168921392,,intermediate,Buffaure Panorama,,46.4239695,11.7024207
783,168921404,,intermediate,Rientro Buffaure,,46.4200103,11.7071695
784,169004568,,easy,Val Comelico - Padola,,46.6554633,12.4178206
785,171068229,Watles Abfahrt,intermediate,Watles - Vatles,,46.7184311,10.4863884
786,171068230,Watles - Vatles,intermediate,Watles - Vatles,,46.7046554,10.5009451
787,179202070,Verbindung Wasserfalleralm-Enzian - Collegamento Malga Cascata-Enzian,easy,Verbindung Wasserfalleralm-Enzian - Collegamento Malga Cascata-Enzian,,46.8474791,11.2995759
788,179202073,Blosegg,intermediate,Blosegg,,46.8560969,11.3040255
789,180184885,3,easy,3,,46.5662724,10.5051593
790,180184886,5,intermediate,5,,46.5710854,10.4994364
791,180184887,7,intermediate,7,,46.569245,10.5038574
792,181514508,Rivetta,intermediate,Rivetta,18,45.957108,11.3143355
793,181770817,Torion,easy,Skiweg Nannufaro,17,45.957279,11.3057641
794,182261361,Pioverna,intermediate,Centro Fondo Passo Coe,25,45.8778686,11.2317691
795,182261362,,intermediate,Centro Fondo Passo Coe,,45.8829543,11.2061941
796,182261366,,easy,Centro Fondo Passo Coe,,45.8793042,11.2393667
797,182261367,,easy,Centro Fondo Passo Coe,,45.878913,11.2156834
798,182261368,Baby Coe,easy,Centro Fondo Passo Coe,23d,45.8769473,11.2201488
799,182261369,Termental,easy,Centro Fondo Passo Coe,24,45.8776558,11.2224084
800,183432086,,easy,Schwemmalm,,46.5333835,10.9198264
801,184435029,Cordela,easy,Cordela,F,46.0421598,11.0632089
802,184435031,Palon,intermediate,Palon,A,46.0273199,11.0576909
803,184435032,Pinot,intermediate,Pinot,P,46.0480692,11.0684206
804,184435035,Gran Pista,intermediate,Gran Pista,D,46.034766,11.0460044
805,184435036,,intermediate,Palon Direttissima,,46.0275632,11.0561864
806,184435037,3-Tre Vaneze,easy,3-Tre Vaneze,R,46.048283,11.0697649
807,184641971,Diagonale Montesel,easy,3-Tre Panoramica,E,46.0381932,11.062661
808,184641972,3-Tre Panoramica,easy,3-Tre Panoramica,M,46.0397512,11.0673822
809,184641973,3-Tre Panoramica,easy,Topolino,M,46.0437316,11.0695524
810,184818579,Lavaman,intermediate,Lavaman,G,46.0419654,11.0674426
811,184818585,Boardercross Monte Bondone,intermediate,Boardercross Monte Bondone,N,46.042086,11.0685958
812,184818586,Topolino,intermediate,Topolino,M,46.0431238,11.0693398
813,184819120,Canalon Variante Gare,intermediate,Canalon Variante Gare,C,46.0347281,11.0582638
814,186227277,Variante Prà Alpesina,easy,Prà Alpesina,39,45.7630409,10.8677419
815,187116022,Mezoli,easy,Noleggio Sci Peio dai Maestri,2,46.3566464,10.6569866
816,187116026,Tarlenta,intermediate,Pejo 3000,1,46.36378,10.6547168
817,187161112,Collegamento San Valentino Polsa,easy,Brentonico,23,45.7746895,10.9337884
818,187161114,Variante Rosa del sole,intermediate,Brentonico,21,45.7724705,10.9318441
819,187161118,,novice,Diretta Bucaneve,,45.7869069,10.9173345
820,187161119,,easy,Vallette,,45.7748843,10.9255854
821,197627077,Piste 2b,intermediate,12 Enzian II,2b,46.8443432,11.3088873
822,197898880,San Valentino Sud,easy,Intermedia,27,45.7786043,10.9196659
823,197898881,,easy,Vallette,,45.7772744,10.9250605
824,197898882,,novice,Diretta Bucaneve,,45.7809713,10.9142576
825,197934755,Malga Susine,intermediate,Brentonico,15,45.7745496,10.9426604
826,197934756,Polsa 1,intermediate,Brentonico,11,45.7776033,10.9433004
827,197935180,Malga Pra' Vecchio,advanced,Brentonico,,45.7729406,10.9354498
828,198334653,Skiweg Schwemmalm - Breiteben,easy,Schwemmalm,,46.5332735,10.9230443
829,198334654,Skiweg St.Moritz,easy,Schwemmalm,2,46.5404742,10.9447068
830,198334657,,easy,Schwemmalm,,46.5409543,10.9342443
831,198334658,Ubungspiste,easy,Schwemmalm,5,46.5410205,10.9333402
832,198334659,,easy,Schwemmalm,,46.5408186,10.9342932
833,198334660,Skiweg Schwemmalm - Breiteben,easy,Schwemmalm,9,46.5337141,10.9208787
834,198334662,,easy,Schwemmalm,,46.5414983,10.9319437
835,198334663,Asmol,intermediate,Schwemmalm,6,46.5389753,10.9205463
836,198372895,Skiweg lo Scoiattolo,easy,Skiweg lo Scoiattolo,X,46.1436665,11.0146322
837,198372896,Nuvola Rossa,intermediate,Dosso Larici,V,46.1539284,11.0445606
838,198760143,Le Caviette,intermediate,Ski Area San Pellegrino - Falcade,42,46.3679907,11.8063793
839,199275476,,easy,Ski Area Alpe Lusia,,46.343439,11.7033629
840,199275478,,advanced,Ski Area Alpe Lusia,,46.3676697,11.6874992
841,199275479,,advanced,Ski Area Alpe Lusia,,46.3679206,11.6875646
842,199275481,,advanced,Ski Area Alpe Lusia,,46.3673573,11.6870006
843,199275483,,advanced,Ski Area Alpe Lusia,,46.3674178,11.6873865
844,199275484,Lasté,intermediate,Ski Area Alpe Lusia,8,46.3432181,11.7116186
845,199275486,,easy,Ski Area Alpe Lusia,,46.3454585,11.6929335
846,199275487,Canalone Tomba,advanced,Ski Area Alpe Lusia,2a,46.3466826,11.6862859
847,199276086,Monzoni,intermediate,Ski Area San Pellegrino - Falcade,60,46.3869982,11.7838713
848,199276088,Le Coste A,intermediate,Ski Area San Pellegrino - Falcade,49A,46.3884122,11.8012372
849,199413986,,easy,Belvedere - Col Rodella - Passo Pordoi,,46.4794869,11.8074608
850,199413987,Vernel,intermediate,Belvedere - Col Rodella - Passo Pordoi,2,46.4804908,11.8007659
851,199413989,Belvedere,easy,Belvedere - Col Rodella - Passo Pordoi,3,46.4801489,11.8038324
852,199413991,Variante Marmotte,intermediate,Belvedere - Col Rodella - Passo Pordoi,1b,46.4811247,11.807177
853,199483828,Gonzaga,intermediate,Belvedere - Col Rodella - Passo Pordoi,8,46.4838337,11.8021515
854,199513820,Collegamento Costabella - Prafiorì,easy,Alpe Cermis,84,46.2474826,11.4944437
855,199513821,Collegamento Lagorai - Costabella,easy,Alpe Cermis,86,46.2495405,11.494866
856,199513822,Collegamento Prafiorì - Costabella,easy,Alpe Cermis,76,46.2460433,11.4953375
857,199513823,Costabella,intermediate,Alpe Cermis,79,46.2462995,11.4983551
858,199513825,Forcella Bombasel,intermediate,Alpe Cermis,75,46.2375333,11.5012733
859,199513827,Lagorai,easy,Alpe Cermis,77,46.2466421,11.5041758
860,199513828,Olimpia 1,advanced,Alpe Cermis,80,46.2455454,11.4995257
861,199513829,Olimpia 2,advanced,Alpe Cermis,81,46.2572524,11.4874037
862,199513831,Prafiorì,intermediate,Alpe Cermis,82,46.2412376,11.4945908
863,199513832,Salera,intermediate,Alpe Cermis,83,46.2401055,11.4968887
864,199553743,,intermediate,Le Caviette,,46.3752243,11.8079108
865,200908278,,easy,Ski Area San Pellegrino - Falcade,,46.3779921,11.8014059
866,201014165,Del Passo,easy,Ski Area San Pellegrino - Falcade,44,46.3779976,11.7992834
867,201014166,,easy,Ski Area San Pellegrino - Falcade,,46.3784787,11.7966553
868,201512317,,easy,Drei Zinnen - Tre Cime,,46.7180288,12.3594891
869,202064090,,intermediate,Reinswald,,46.6971635,11.4390886
870,202673285,Rolle 2,easy,Passo Rolle,2,46.2983361,11.7817017
871,202673286,Castellazzo 2,intermediate,Passo Rolle,4,46.3028486,11.7928546
872,202673287,Raccordo Paradiso,easy,Passo Rolle,11,46.2942577,11.7801371
873,202673288,Castellazzo 3,intermediate,Passo Rolle,3,46.3012554,11.792626
874,202673289,Ferrari I,easy,Passo Rolle,7,46.293713,11.7834794
875,202673290,Rolle 1,easy,Passo Rolle,1,46.2977196,11.7820144
876,202673292,Fiamme Gialle,intermediate,Passo Rolle,8,46.2900274,11.7867729
877,202673293,,easy,Passo Rolle,,46.2972603,11.778442
878,202673296,,easy,Passo Rolle,,46.2963607,11.7810208
879,202673297,,easy,Passo Rolle,,46.2996124,11.7867479
880,202673298,Paradiso 1,advanced,Passo Rolle,9,46.2905518,11.7821542
881,203462697,Prà Erto,advanced,Latemar Dolomites,26,46.3447821,11.545417
882,203462699,Zanggen 1,intermediate,Absam,9,46.3556856,11.5356353
883,203462713,Variante Dossi,advanced,Latemar Dolomites,30a,46.3318254,11.5567715
884,203462715,Variante Bosco,advanced,Absam,21,46.3499561,11.5369512
885,203462716,Muro Pala di Santa,advanced,Absam,20a,46.3501916,11.5333219
886,203593416,,easy,Campiglio Dolomiti di Brenta,,46.2342445,10.8247621
887,203774864,Olimpionica 2,advanced,Olimpionica 2,H,46.1465026,11.0227397
888,203936134,,easy,Via del Bosco,,46.2499832,11.4800245
889,206375991,,easy,Petersberg - Monte San Pietro,,46.3979027,11.2082918
890,206375992,,novice,Petersberg - Monte San Pietro,,46.403138,11.2075661
891,206984693,,easy,Variante Presena Paradiso,209,46.2311464,10.5817554
892,206985805,Cadì Carosello,advanced,Cadì Carosello,32,46.2687144,10.580802
893,206985806,Valena,easy,Valena,33,46.2635367,10.5829977
894,206988310,Valena,easy,Valena,33,46.2632742,10.5841301
895,206988311,,easy,Ponte di Legno - Passo Tonale,,46.2674626,10.5856607
896,206988313,Tonale Occidentale,intermediate,Tonale Occidentale,35,46.2799509,10.575665
897,206988314,Valbiolo,easy,Valbiolo,34,46.2720338,10.5858067
898,206988315,,intermediate,Contrabbandieri,36,46.2855347,10.5797868
899,208093053,Ciampac,advanced,Ciampac,,46.4516712,11.7804752
900,208093054,,easy,Vigo di Fassa - Ciampedie,,46.443035,11.6814666
901,208093056,Ciampac,advanced,Buffaure - Ciampac,,46.4478795,11.775291
902,208093057,Thöni,intermediate,Vigo di Fassa - Ciampedie,,46.4271613,11.6627718
903,208264695,Boe - Campolongo,intermediate,Sellaronda,22,46.5239053,11.8652477
904,208264697,Comici II,intermediate,Val Gardena,,46.5318524,11.7502711
905,208293531,,intermediate,Belvedere - Col Rodella - Passo Pordoi,,46.4916115,11.7813021
906,208293533,,intermediate,Belvedere - Col Rodella - Passo Pordoi,,46.5020308,11.7524767
907,208293534,,intermediate,Belvedere - Col Rodella - Passo Pordoi,,46.4919992,11.7811432
908,208293535,Pordoi,intermediate,Belvedere - Col Rodella - Passo Pordoi,7,46.4869623,11.8051719
909,208446672,,easy,Dolomiti Superski,,46.5560818,11.9217837
910,208446675,,easy,Dolomiti Superski,,46.5552763,11.9146376
911,208446681,,easy,Dolomiti Superski,,46.5550122,11.9147641
912,208446686,,easy,Dolomiti Superski,,46.5548282,11.9150119
913,208580610,Capanna Nera,easy,Alta Badia,,46.545437,11.8779576
914,208580614,Biancaneve,easy,Sport Schenk,,46.5569161,11.7652727
915,208580616,,easy,Alta Badia,,46.5448313,11.8797736
916,208580618,,intermediate,Sport Schenk,,46.5387482,11.7521982
917,208580620,Costes da l'Ega,easy,Alta Badia,8,46.5451432,11.8784096
918,208580622,Catores - Fermeda,intermediate,Val Gardena,,46.5944057,11.7305179
919,208719710,,easy,Val Gardena,,46.5571429,11.7308805
920,208719714,,easy,Alta Badia,,46.5654104,11.9061311
921,208719721,Piz Secteur - Sotsaslong,intermediate,Sport Schenk,,46.525984,11.760087
922,208719722,Sotsaslong,easy,Sport Schenk,,46.5254044,11.7527743
923,208728569,Curona,easy,Val Gardena,,46.5953936,11.7260696
924,208732386,Florian - Zallinger - Floralpina,intermediate,Seiser Alm - Mont de Sëuc - Alpe di Siusi,34,46.5198147,11.6773555
925,209187035,Fungeia - Campo Freina,easy,Sport Schenk,,46.5490537,11.7643915
926,209187048,,easy,Alta Badia,,46.5436107,11.8853992
927,209187049,,intermediate,Dolomiti Superski,,46.5555905,11.9178643
928,209194340,Variante Super Red,intermediate,Belvedere - Col Rodella - Passo Pordoi,,46.4827397,11.7982988
929,209289249,,easy,San Martino di Castrozza,,46.2549028,11.7952518
930,210471394,,novice,Carezza,,46.4031803,11.6095891
931,210550216,,intermediate,Kaunertaler Gletscher,,46.8326764,10.6473065
932,210550217,,intermediate,Kaunertaler Gletscher,,46.8337999,10.6467952
933,210784401,55 Latemarwiesen - 55 Prati di Latemar,intermediate,Carezza,,46.3986444,11.6010742
934,210784403,54 Pra di Tori,advanced,Carezza,,46.3983214,11.6028581
935,210789849,,easy,Carezza,,46.4031274,11.6077369
936,210789851,56 Le Pope,easy,Carezza,,46.4014559,11.6069845
937,210789855,,easy,Carezza,,46.4035107,11.606766
938,210789858,54 Pra di Tori,easy,Carezza,,46.4014662,11.6068957
939,210789861,,easy,Carezza,,46.4035023,11.6088327
940,210789863,,easy,Carezza,,46.4027718,11.6062417
941,211181078,,easy,Carezza,,46.4080909,11.5924112
942,211193213,45 Paolina,intermediate,Carezza,,46.4134462,11.6068451
943,211193214,43A Golf I,easy,Carezza,,46.4120244,11.5973575
944,211193215,45 Paolina,intermediate,Carezza,,46.4110434,11.5999124
945,211193217,44a Verbindung Masarè Hütte,novice,Carezza,,46.4149829,11.6089413
946,211194519,43B Golf II,easy,Carezza,,46.4086445,11.592777
947,211194521,,easy,Carezza,,46.4081599,11.5917319
948,211194522,43 Golf I,easy,Carezza,,46.4108373,11.5941316
949,211194524,,easy,Carezza,,46.408383,11.591478
950,211196049,45 Paolina,advanced,Carezza,,46.4151087,11.6119052
951,211196050,42a Rosengarten,intermediate,Carezza,,46.4133153,11.6012836
952,211196051,44 Masarè,advanced,Carezza,,46.4155919,11.6108037
953,211197991,,easy,Carezza,,46.4144859,11.5985666
954,211197993,40 Franzin,easy,Carezza,,46.4173844,11.5925322
955,211197994,,easy,Carezza,,46.4210715,11.5884667
956,211356488,,easy,Carezza,,46.4145987,11.5985397
957,211356489,,easy,Carezza,,46.415405,11.5980409
958,211356492,,easy,Carezza,,46.4076394,11.5965024
959,211356494,53 Hubertus,easy,Carezza,,46.4077953,11.5943489
960,211768971,,easy,Carezza,,46.4137005,11.5968921
961,211772941,,easy,Carezza,,46.4216062,11.587119
962,211777131,21 Laurin II,intermediate,22 Frommer,,46.4408807,11.5997788
963,211777132,20 König Laurin - 20 Re Laurino,advanced,22 Frommer,,46.4432581,11.6092454
964,211777133,,intermediate,22 Frommer,,46.4404674,11.598434
965,211777134,,intermediate,22 Frommer,,46.4422352,11.6116115
966,211777135,21 Laurin II,intermediate,22 Frommer,,46.4406253,11.600943
967,211777137,23 Monte Coronelle,intermediate,22 Frommer,,46.4419725,11.5943211
968,211959294,Leite,intermediate,Centro Fondo Passo Coe,23c,45.8790655,11.2158226
969,220274551,1b,intermediate,Sulden am Ortler - Solda al Ortles,,46.4950172,10.5959468
970,225908937,,easy,Variante Presena Paradiso,,46.2378985,10.5808731
971,226563619,Cengio Rosso,intermediate,Centro Fondo Passo Coe,18,45.8774234,11.2043279
972,226726733,Variante Rainer,advanced,Centro Fondo Passo Coe,22,45.8837042,11.2030641
973,227342281,Campo Scuola Rolly Marchi,easy,Campo Scuola Rolly Marchi,B,46.1610903,11.0507424
974,227347790,,freeride,Skiweg conca d'argento,K,46.1394806,11.0279252
975,227347792,,freeride,Salare,N,46.1406592,11.0190632
976,227347794,Teresat,novice,Paganella 2,R,46.1482367,10.9964497
977,229699929,,easy,Panoramica,SP215,46.3444532,11.5518808
978,231319847,,easy,Cigolade,,46.4347178,11.6521502
979,231609291,12b,intermediate,Drei Zinnen - Tre Cime,,46.7141268,12.3739594
980,231609315,,intermediate,Drei Zinnen - Tre Cime,,46.710585,12.3691846
981,231615098,,intermediate,Drei Zinnen - Tre Cime,,46.7059597,12.3750682
982,231615102,11- Helm Sexten,intermediate,Drei Zinnen - Tre Cime,,46.7028309,12.3764534
983,231615111,11- Helm Sexten  -  11 - Elmo Sesto,intermediate,Drei Zinnen - Tre Cime,,46.6998581,12.3756863
984,231615113,11- Helm Sexten  -  11 - Elmo Sesto,intermediate,Drei Zinnen - Tre Cime,,46.704643,12.3757923
985,238192362,,intermediate,Drei Zinnen - Tre Cime,,46.7137807,12.3651371
986,238404879,Madritsch,advanced,Sulden am Ortler - Solda al Ortles,,46.5102455,10.5954861
987,239198586,I - Skiweg Unesco,easy,Val Comelico - Padola,,46.6555601,12.4098525
988,239200618,,easy,4b,,46.6653737,12.3726087
989,239200622,,easy,4b,,46.6657606,12.372114
990,239435467,Cadepunt,easy,Sport Schenk,,46.5582315,11.7655807
991,240495380,,easy,Alta Badia Shop & Rental,,46.58161,11.902613
992,243640142,Tulot,advanced,Pinzolo,100,46.1751293,10.7918515
993,243640143,Clump,easy,Skiweg Fossadei - Cioca 2,111,46.1737916,10.8099612
994,243640145,Fossadei,easy,Skiweg Fossadei - Cioca 2,109,46.1702308,10.7924347
995,243640146,Variante Tulot,advanced,Pinzolo,117,46.1726515,10.785887
996,243640147,Cioca 2,intermediate,Skiweg Fossadei - Cioca 2,108,46.1725409,10.8033498
997,243640148,Skiweg Fossadei - Cioca 2,easy,Skiweg Fossadei - Cioca 2,118,46.1728349,10.7983049
998,244525307,Schmugglerabfahrt - Pista dei Contrabbandieri,intermediate,Val Senales-Schnalstal,,46.7781581,10.790693
999,244840614,Talabfahrt Haideralm,intermediate,Schöneben - Belpiano,10,46.7623751,10.5178836
1000,244923529,2,easy,Trafoi,,46.5579759,10.5085624
1001,244924028,5,easy,7,,46.5677352,10.501423
1002,244924204,7,intermediate,5,,46.5735583,10.499068
1003,244924334,8,advanced,5,,46.572439,10.5033619
1004,244924533,9,easy,7,,46.5722567,10.5047865
1005,244926967,,easy,Geister 1,,46.5046528,10.4709671
1006,244927947,,easy,Geister 2,,46.504631,10.4702806
1007,244928601,Livrio - Trincerone,easy,Livrio - Trincerone,,46.5136482,10.4644623
1008,244930617,Trincerone - Passo Stelvio,easy,Trincerone - Passo Stelvio,5,46.5216167,10.4560056
1009,244932842,1,easy,Sulden am Ortler - Solda al Ortles,,46.4983814,10.623648
1010,244932844,1a,easy,Sulden am Ortler - Solda al Ortles,,46.491851,10.6135772
1011,244934070,1b,intermediate,Sulden am Ortler - Solda al Ortles,,46.4890616,10.6023981
1012,244934071,6,advanced,Sulden am Ortler - Solda al Ortles,,46.4967744,10.598347
1013,244935277,2,easy,Sulden am Ortler - Solda al Ortles,,46.4945577,10.6156126
1014,244935836,3,intermediate,Sulden am Ortler - Solda al Ortles,,46.4969258,10.6198527
1015,244935837,4,intermediate,Sulden am Ortler - Solda al Ortles,,46.4984011,10.6195707
1016,244935838,8,intermediate,Sulden am Ortler - Solda al Ortles,,46.5013024,10.6220495
1017,244935839,7,advanced,Sulden am Ortler - Solda al Ortles,,46.5015981,10.6189657
1018,244938275,Zayabfahrt,easy,Sport Thöni,13,46.5261166,10.6056494
1019,244938276,Abfahrt Kanzel,easy,Sport Thöni,12,46.525766,10.5985269
1020,244938279,15,intermediate,Sport Thöni,,46.5181727,10.5743306
1021,244938280,14,easy,Sport Thöni,,46.5175522,10.5742218
1022,245189893,Rennpiste Lazaun,intermediate,Val Senales-Schnalstal,L2,46.7558827,10.772837
1023,245189894,Familienpiste Lazaun,intermediate,Val Senales-Schnalstal,L1,46.7537494,10.7717835
1024,245189895,,intermediate,Val Senales-Schnalstal,L2,46.7550341,10.7688765
1025,245190152,Glocken 1,easy,Val Senales-Schnalstal,K1,46.7573721,10.7851056
1026,245190153,Glocken 2,easy,Val Senales-Schnalstal,K2,46.7571807,10.7852184
1027,245191314,Teufelsegg R1,advanced,Val Senales-Schnalstal,,46.7824633,10.7675031
1028,245191315,Teufelsegg R2,advanced,Val Senales-Schnalstal,,46.7789439,10.7755232
1029,245191944,Teufelsegg R1,advanced,Val Senales-Schnalstal,,46.7786319,10.7730616
1030,245193630,,advanced,Val Senales-Schnalstal,,46.7600168,10.7835776
1031,245193631,S3 Leo Gurschler,advanced,Val Senales-Schnalstal,,46.7794544,10.8007211
1032,245195677,F1,easy,Val Senales-Schnalstal,,46.774364,10.8080099
1033,245195679,F2,easy,Val Senales-Schnalstal,,46.7744738,10.8084359
1034,245195682,G3,easy,Val Senales-Schnalstal,,46.7727171,10.8018466
1035,245195685,Hintereis 2,easy,Val Senales-Schnalstal,,46.7887832,10.7929441
1036,245201977,,advanced,Pfelders Ski Resort,,46.7932751,11.0927172
1037,245201982,,easy,Pfelders Ski Resort,,46.7932763,11.0835725
1038,245201985,,easy,Pfelders Ski Resort,,46.7923658,11.0822771
1039,245201988,,easy,Pfelders Ski Resort,,46.7925402,11.0822189
1040,245201991,,easy,Pfelders Ski Resort,,46.7949981,11.0835866
