slopeId,osmId,name,difficulty,resort,ref,latitude,longitude
1380,475278814,Pudra,easy,Sport Schenk,,46.5270759,11.7772943
1381,475297635,Miara,easy,Kronplatz - Plan de Corones,36,46.7076497,11.9408281
1382,475335391,,intermediate,Belvedere - Col Rodella - Passo Pordoi,,46.4964284,11.7514288
1383,475335393,,easy,Belvedere - Col Rodella - Passo Pordoi,,46.4739182,11.7685938
1384,475848953,Strega 1,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,83,46.5523488,11.6128527
1385,476048943,Gran Paradiso - Sotsaslong,easy,Sport Schenk,,46.5256824,11.7591367
1386,476055686,Città dei Sassi,easy,Belvedere - Col Rodella - Passo Pordoi,,46.5096336,11.7559799
1387,476055687,Città dei Sassi,easy,Belvedere - Col Rodella - Passo Pordoi,,46.5101343,11.7572797
1388,476055696,,easy,Sellaronda,,46.5484601,11.8272545
1389,477374935,Skiweg Pemmern,easy,Plankenhorn,,46.5769002,11.4508459
1390,477374937,Schön,easy,Plankenhorn,,46.5867113,11.4519513
1391,477374938,Pemmern - Tre Vie,easy,Plankenhorn,,46.5787325,11.4506289
1392,478158069,Skiweg Unterhorn,easy,Plankenhorn,,46.5993788,11.4523582
1393,478158072,,novice,Plankenhorn,,46.5910024,11.4506316
1394,478158073,,novice,Plankenhorn,,46.5909766,11.450358
1395,478160480,,easy,Plankenhorn,,46.5895727,11.4508702
1396,478160482,,easy,Plankenhorn,,46.6024986,11.4571327
1397,478714412,,easy,Plankenhorn,,46.6023411,11.4570413
1398,478714413,,easy,Plankenhorn,,46.6026039,11.4567842
1399,478714414,,easy,Plankenhorn,,46.5905858,11.450228
1400,478715358,Pennleger,intermediate,Plankenhorn,,46.6022674,11.4625848
1401,478715359,,easy,Plankenhorn,,46.6026322,11.4581
1402,482283890,Eurotel 1,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,73,46.5430707,11.6195045
1403,484895709,,easy,Kronplatz - Plan de Corones,,46.7432415,11.9674027
1404,493450871,,easy,Raccordo Valbona - Piavac,,46.3569727,11.6857536
1405,498824547,Furcia 12 A,intermediate,Kronplatz - Plan de Corones,,46.7347038,11.9589118
1406,498827777,Furcia 9 B,easy,Kronplatz - Plan de Corones,,46.7264885,11.9651296
1407,498829696,Pre da Peres 32R,advanced,Kronplatz - Plan de Corones,,46.719422,11.9677494
1408,498830852,Col Toron,intermediate,Kronplatz - Plan de Corones,34,46.715021,11.9571074
1409,498832689,,intermediate,Sonne,,46.7376275,11.9584034
1410,499068196,,intermediate,Sonne,,46.734639,11.9599355
1411,513412259,,intermediate,Val Gardena,,46.5558663,11.7304469
1412,526856708,Rekord,intermediate,San Martino di Castrozza - Passo Rolle,13,46.2647152,11.7735981
1413,539304866,11a - Kristlerhang,intermediate,Drei Zinnen - Tre Cime,,46.6971865,12.3746627
1414,539304867,7b - Verbindung Bruggerleite,easy,Drei Zinnen - Tre Cime,,46.6922883,12.370031
1415,539304868,7b - Verbindung Bruggerleite,easy,Drei Zinnen - Tre Cime,,46.6931536,12.3694499
1416,539304870,7a - Verbindung Bruggerleite,easy,Drei Zinnen - Tre Cime,,46.691812,12.3685414
1417,539304871,7 - Bruggerleite,easy,Drei Zinnen - Tre Cime,,46.6915259,12.3705169
1418,539304872,,intermediate,Drei Zinnen - Tre Cime,,46.6971453,12.3751023
1419,539304874,,easy,Drei Zinnen - Tre Cime,,46.6803232,12.3813644
1420,550253466,Piz Secteur - Gran Paradiso,intermediate,Sport Schenk,,46.5243315,11.7617714
1421,560769473,Pista 1 (SX),easy,Pista 1 (SX),,46.0287772,10.7322897
1422,560769474,Pista 2 (DX),intermediate,Pista 2 (DX),,46.0278874,10.733372
1423,562020555,Pre da Peres 32,easy,Kronplatz - Plan de Corones,,46.7223977,11.9643292
1424,562020556,,intermediate,Kronplatz - Plan de Corones,,46.7223664,11.9643732
1425,562020557,Pre da Peres 32,advanced,Kronplatz - Plan de Corones,,46.7223178,11.96478
1426,562244357,(79) Grotte,easy,Campiglio Dolomiti di Brenta,79,46.2325441,10.8333086
1427,562244358,(55) Belvedere,easy,Campiglio Dolomiti di Brenta,55,46.232956,10.8293114
1428,562245685,(50) Pradalago Facile,easy,Campiglio Dolomiti di Brenta,50,46.2441462,10.8237507
1429,562246474,,intermediate,Biancaneve,,46.3008463,10.809927
1430,562246475,,easy,Biancaneve,,46.3014268,10.810821
1431,562582877,,intermediate,Pejo 3000,,46.3701514,10.662062
1432,562582879,Val Scura,intermediate,Pejo 3000,15,46.3700737,10.6591896
1433,562582883,,novice,Pejo 3000,,46.3700392,10.6606781
1434,567920635,1,easy,1,,46.8463769,11.6307535
1435,568751042,Bellunese,intermediate,Marmolada,60,46.4414352,11.8771334
1436,568751049,Bellunese,intermediate,Marmolada,60,46.4357721,11.8676606
1437,568751054,Sass del Mul,advanced,Marmolada,65,46.4422069,11.8801654
1438,568757427,11b - Hahnspieleck Var.,advanced,Drei Zinnen - Tre Cime,,46.7090936,12.3693495
1439,568761477,Col Pradat,advanced,Alta Badia,,46.5634866,11.8562131
1440,568761479,Col Pradat,advanced,Alta Badia,45,46.5639566,11.8564459
1441,569106403,Colfosco 1,intermediate,Alta Badia,46,46.5619931,11.8497787
1442,569106404,Forcelles,intermediate,Alta Badia,50,46.5629554,11.8507711
1443,569108017,Colfosco 2,easy,Alta Badia,,46.5581121,11.8532584
1444,569108642,Colfosco 2,easy,Sellaronda,45,46.5552919,11.8524289
1445,570500540,Col Alt 4½,easy,Alta Badia,4½,46.5498867,11.890672
1446,570501501,Ciampai n°10,easy,Dolomiti Superski,10A,46.5513284,11.9216285
1447,573304986,(61) Corna Rossa,intermediate,Campiglio Dolomiti di Brenta,61,46.2172236,10.890464
1448,584687463,Valatschabfahrt,easy,Schöneben - Belpiano,13,46.7620404,10.5030692
1449,584687466,Watles Piste,intermediate,Watles - Vatles,,46.7142455,10.4882275
1450,584687467,Tschunggaipiste,easy,Watles - Vatles,,46.706114,10.4906117
1451,621259068,Armentarola,easy,Dolomiti Superski,,46.5566874,11.9645477
1452,639915753,III - Skiweg Kreuzbergpass-Signaue,easy,Val Comelico - Padola,,46.6678306,12.4007046
1453,641547334,Höllental,intermediate,Schöneben - Belpiano,11,46.798696,10.5018194
1454,642554159,21,easy,21,,46.8475427,11.6791525
1455,642554161,21,easy,26,,46.8523635,11.6782963
1456,644949721,Pofel,novice,Schöneben - Belpiano,14,46.8325684,10.506735
1457,645631213,,easy,Prà delle Nasse DX,,46.2651364,11.8080217
1458,645631216,Col Verde,easy,Prà delle Nasse DX,31,46.268703,11.8159189
1459,649202187,,easy,Via del Bosco,,46.2477104,11.4881343
1460,654260666,Mediolanum,intermediate,Ski Area Alpe Lusia,,46.3519277,11.684825
1461,654260779,Skiweg Pozil,easy,Ski Area Alpe Lusia,2b,46.3452611,11.686271
1462,654261088,Aquile Funslope,easy,Ski Area Alpe Lusia,2e,46.346798,11.6838837
1463,654261186,Variante Viezzena,easy,Ski Area Alpe Lusia,2d,46.3473654,11.6842761
1464,654262613,Dolomitica,easy,Ski Area Alpe Lusia,17,46.3171946,11.6912429
1465,654276409,Castelir,easy,Ski Area Alpe Lusia,15,46.318685,11.6932652
1466,658691911,Gran Paradiso - Piz Secteur,advanced,Sport Schenk,,46.524976,11.7607764
1467,659916230,Erlebnisabfahrt Haideralm,easy,Schöneben - Belpiano,12,46.7867146,10.5120078
1468,659916231,Schönebenabfahrt,easy,Schöneben - Belpiano,2,46.7962318,10.4946236
1469,659916232,12: Erlebnisabfahrt Haideralm,easy,Schöneben - Belpiano,,46.7729571,10.5221967
1470,660029438,,easy,Plankenhorn,,46.58315,11.4535764
1471,660266697,Lupetto,intermediate,Lupetto,,46.1443338,11.0061118
1472,662312868,Belvedere,intermediate,Folgarida-Marilleva,3,46.2979989,10.8666097
1473,662313192,,advanced,Folgarida-Marilleva,,46.2885024,10.8417525
1474,662321154,,novice,Folgarida-Marilleva,,46.2901197,10.8514505
1475,662321155,,easy,Folgarida-Marilleva,,46.2901078,10.851576
1476,662321156,,easy,Folgarida-Marilleva,,46.2903936,10.8515039
1477,662321165,,intermediate,Busa del Vigo,,46.2756246,10.8280985
1478,662321166,,intermediate,Busa del Vigo,,46.2749679,10.8274816
1479,662321179,,intermediate,Folgarida-Marilleva,,46.2893438,10.8417791
1480,662335502,(56) Skiweg Campiglio,easy,Campiglio Dolomiti di Brenta,56,46.237516,10.8182493
1481,662335503,(56) Skiweg Campiglio,easy,Campiglio Dolomiti di Brenta,56,46.2368062,10.8183836
1482,662335504,(56) Skiweg Campiglio,easy,Campiglio Dolomiti di Brenta,56,46.2361145,10.8183905
1483,662335505,(56) Skiweg Campiglio,easy,Campiglio Dolomiti di Brenta,56,46.2396193,10.824507
1484,662335508,Canalino 5 Laghi,expert,Campiglio Dolomiti di Brenta,,46.2267771,10.80159
1485,662335509,,easy,Campiglio Dolomiti di Brenta,,46.226145,10.8015184
1486,662335510,,intermediate,Campiglio Dolomiti di Brenta,,46.2263219,10.8077165
1487,662335512,(89) Nambino,intermediate,Campiglio Dolomiti di Brenta,89,46.2331382,10.8155729
1488,662335513,(89) Nambino,intermediate,Campiglio Dolomiti di Brenta,89,46.2337486,10.8164033
1489,662335514,(85) 5 Laghi,easy,Campiglio Dolomiti di Brenta,85,46.2307036,10.8164158
1490,662335515,(85) 5 Laghi,easy,Campiglio Dolomiti di Brenta,85,46.2299199,10.815829
1491,662335516,,easy,Campiglio Dolomiti di Brenta,,46.232514,10.8239502
1492,662335517,,easy,Campiglio Dolomiti di Brenta,,46.2345362,10.8239408
1493,662335518,,easy,Campiglio Dolomiti di Brenta,,46.2345715,10.8228282
1494,662335520,,easy,Campiglio Dolomiti di Brenta,,46.2367469,10.8335006
1495,662335524,(55) Belvedere,easy,Campiglio Dolomiti di Brenta,55,46.234704,10.831758
1496,662335525,(55) Belvedere,easy,Campiglio Dolomiti di Brenta,55,46.2336112,10.8315012
1497,662337178,,intermediate,Malghette,,46.2493726,10.8248593
1498,662337180,,easy,Malghette,,46.2493201,10.8262352
1499,662337182,,easy,Malghette,,46.2512774,10.8268341
1500,662349289,,intermediate,Skiweg Fossadei - Cioca 2,,46.1674526,10.8065609
1501,662349290,,intermediate,Skiweg Fossadei - Cioca 2,,46.1877164,10.8167051
1502,662349293,(73) Spinale diretta,intermediate,Campiglio Dolomiti di Brenta,73,46.2286943,10.8458799
1503,662367221,,intermediate,Folgarida-Marilleva,,46.2855555,10.8378837
1504,662733530,Clump,easy,Skiweg Fossadei - Cioca 2,111,46.1718034,10.8121113
1505,662733531,Clump,easy,Skiweg Fossadei - Cioca 2,111,46.172201,10.8126195
1506,662741262,Azzurra,easy,Folgarida-Marilleva,2,46.3006564,10.8634435
1507,662741263,Azzurra,easy,Folgarida-Marilleva,2,46.3021788,10.8614257
1508,664516006,Fuchiade,easy,Ski Area San Pellegrino - Falcade,58,46.3831098,11.788426
1509,664516007,Panorama,easy,Ski Area San Pellegrino - Falcade,55,46.3899598,11.7871052
1510,664516008,Ciadin,intermediate,Ski Area San Pellegrino - Falcade,50,46.3864256,11.7976832
1511,664516009,Variante Cima Uomo,intermediate,Ski Area San Pellegrino - Falcade,51a,46.398583,11.7963728
1512,664516012,Costabella,intermediate,Ski Area San Pellegrino - Falcade,59,46.3844356,11.7879411
1513,664528589,Col Margherita,advanced,Ski Area San Pellegrino - Falcade,40,46.370973,11.8045976
1514,664684256,Baby Tognola,easy,San Martino di Castrozza,30,46.2400211,11.7779812
1515,664684257,Fantabosco,easy,San Martino di Castrozza,35,46.2500184,11.7821464
1516,664684258,Conca,easy,San Martino di Castrozza,26,46.2376679,11.7727933
1517,664684259,Scandola,easy,San Martino di Castrozza,,46.2403004,11.7699492
1518,664684260,Scandola,easy,San Martino di Castrozza,27,46.2412076,11.7637898
1519,664691523,Direttissima di Ces,advanced,San Martino di Castrozza - Passo Rolle,15,46.2661303,11.76534
1520,664691524,Castellazzo 1,intermediate,Passo Rolle,5,46.3028203,11.7931704
1521,664691525,Castellazzo 1,advanced,Passo Rolle,,46.3022162,11.788595
1522,665309523,La Volata,advanced,Ski Area San Pellegrino - Falcade,41,46.3713585,11.7998801
1523,665319649,Bellaria,easy,San Martino di Castrozza - Passo Rolle,12,46.2659989,11.7835722
1524,665319650,,easy,Passo Rolle,,46.2994328,11.7883189
1525,665319651,,easy,Passo Rolle,,46.2996228,11.7850358
1526,666499600,Fraine,easy,Ski Area Alpe Lusia,16,46.3173881,11.6918874
1527,666499602,Alfa Fischer,intermediate,Ski Area Alpe Lusia,2c,46.3471476,11.6851471
1528,666499603,Campo Scuola Valbona,easy,Ski Area Alpe Lusia,4,46.3571311,11.6835714
1529,668347863,Belvedere,easy,Kronplatz - Plan de Corones,,46.7374547,11.9639
1530,669540179,2: Jochabfahrt,easy,Schöneben - Belpiano,2,46.8051698,10.491984
1531,672331477,Talabfahrt - Discesa valle,intermediate,Rosskopf,,46.9118481,11.4196513
1532,672409386,Raccordo Direttissima,intermediate,San Martino di Castrozza - Passo Rolle,14,46.2648621,11.7692226
1533,672409388,,easy,Ski Weg Coston,,46.2627403,11.7615551
1534,673429273,,easy,Alta Badia Shop & Rental,,46.6080691,11.90013
1535,673429274,,easy,Alta Badia Shop & Rental,,46.6083883,11.9000891
1536,673429277,La Crusc,intermediate,Alta Badia Shop & Rental,52A,46.6115682,11.9199624
1537,673609556,,intermediate,Alta Badia Shop & Rental,,46.5873493,11.8917031
1538,673609557,Doninz,easy,Alta Badia Shop & Rental,,46.5844887,11.9020846
1539,673609558,,easy,Alta Badia Shop & Rental,,46.5841442,11.9030695
1540,673609564,,advanced,Alta Badia Shop & Rental,,46.5872839,11.888241
1541,673609570,,intermediate,Alta Badia Shop & Rental,,46.5887092,11.8905117
1542,673609572,,easy,Alta Badia Shop & Rental,,46.5989405,11.9003492
1543,673609577,,intermediate,Alta Badia Shop & Rental,,46.5939511,11.8951913
1544,673630271,,easy,Alta Badia Shop & Rental,,46.5844298,11.9058012
1545,673630272,,easy,Alta Badia Shop & Rental,,46.5844054,11.9053059
1546,673630273,,easy,Alta Badia Shop & Rental,,46.5844533,11.9061534
1547,673630274,,easy,Alta Badia Shop & Rental,,46.5842737,11.9056324
1548,673630277,,easy,Alta Badia Shop & Rental,,46.5842999,11.9058813
1549,674389238,Gamslaiten,advanced,Speikboden,5b,46.9166769,11.9043008
1550,674389245,Glück,intermediate,Speikboden,4b,46.9235692,11.9080921
1551,674402658,Bärenloch,advanced,Brixen Plose - Plose di Bressanone,,46.6902912,11.7364412
1552,674402659,,novice,Brixen Plose - Plose di Bressanone,,46.6916622,11.7398398
1553,674402660,,intermediate,Brixen Plose - Plose di Bressanone,,46.6871,11.7409645
1554,674402661,Familienabfahrt,easy,Brixen Plose - Plose di Bressanone,,46.6847941,11.7367061
1555,674403594,Jöchl,advanced,Jöchl,6,46.8457605,11.6018099
1556,674493145,,easy,Belvedere - Col Rodella - Passo Pordoi,,46.5000008,11.7485184
1557,675125513,Talabfahrt - Discesa valle,intermediate,Rosskopf,,46.9124611,11.4131767
1558,675382284,Rinneralm I,intermediate,12 Enzian II,2,46.8427151,11.3108928
1559,675382285,Rinneralm I,intermediate,12 Enzian II,2,46.8457112,11.3074256
1560,675382383,,intermediate,Wasserfalleralm - Malga Cascata,,46.8418316,11.300403
1561,675382786,Enzian I,easy,12 Enzian II,12b,46.8438329,11.3027352
1562,675499411,Eben,easy,Obereggen,1,46.3833959,11.5300374
1563,675500248,Verbindung Eben - Obereggen Talstation Sessellift,novice,Obereggen,,46.3835419,11.5271656
1564,675500976,Kinderpiste-Eben,easy,Obereggen,,46.3843021,11.5302226
1565,675509460,Campanil 1,easy,Latemar Dolomites,23,46.3504291,11.5456163
1566,675509461,Campanil,easy,Latemar Dolomites,23,46.3502968,11.5479356
1567,675509462,27 Panoramica,easy,Latemar Dolomites,,46.3501086,11.5485014
1568,675515252,Selftime Campanil,intermediate,Latemar Dolomites,22,46.350644,11.5453132
1569,677442618,Larchpichl - 4,easy,Falzeben 2,,46.6355501,11.0930816
1570,678145046,Familienabfahrt,easy,Brixen Plose - Plose di Bressanone,,46.681116,11.7380916
1571,678145047,,easy,Brixen Plose - Plose di Bressanone,,46.6848509,11.7378081
1572,678145048,,intermediate,Brixen Plose - Plose di Bressanone,,46.6839782,11.7403693
1573,678145049,Plose 2,intermediate,Brixen Plose - Plose di Bressanone,,46.6926902,11.7291419
1574,678145050,,,Brixen Plose - Plose di Bressanone,,46.6908338,11.7265901
1575,678145051,,easy,Brixen Plose - Plose di Bressanone,,46.6913973,11.7260635
1576,678450748,Sotsaslong,easy,Sport Schenk,,46.5249296,11.7541757
1577,678450750,Gran Paradiso,easy,Sport Schenk,,46.5212149,11.7549611
1578,682011292,Riepen,intermediate,Gsieser Tal,,46.8497326,12.0864909
1579,682377428,7,intermediate,Rosskopf,,46.9440494,11.3695623
1580,682377429,,easy,Rosskopf,,46.9514006,11.3760412
1581,682377430,8,intermediate,Rosskopf,,46.9467719,11.3813005
1582,682845207,,intermediate,Pfelders Ski Resort,,46.7852875,11.1032569
1583,682845208,,intermediate,Pfelders Ski Resort,,46.7861143,11.1023109
1584,683486440,,easy,,,46.3240773,11.1459447
1585,683486443,,easy,,,46.3249869,11.1452981
1586,683486446,,easy,,,46.3251947,11.1452981
1587,683486448,,intermediate,,,46.4194666,11.1803229
1588,684475121,Collegamento Furdenan - Cabinovia Ortisei,easy,Loipe Panider Sattel - Pista Passo Pinei,,46.5703941,11.6703563
1589,685059292,5 - Strafaiole,advanced,Ski Revolution,,46.1065168,11.6571132
1590,685059293,Malga,easy,Ski Revolution,15,46.1034587,11.6651086
1591,685059294,Valfontane,intermediate,Ski Revolution,14,46.1049398,11.6637844
1592,687928890,,easy,Val Gardena,,46.5570199,11.7303847
1593,688015899,,easy,Sport Schenk,,46.5569672,11.7678196
1594,688721688,Comici II,intermediate,Val Gardena,,46.5303718,11.7493491
1595,688721689,Piz Sella 5,advanced,Piz Sella 5,,46.5331715,11.7502379
1596,688722806,Panorama,intermediate,Centro di fondo Vallunga,,46.5506769,11.7951834
1597,688722807,Frea,intermediate,Sellaronda,,46.5526253,11.8037076
1598,688726812,Braia Fraida,easy,Alta Badia,5b,46.5518824,11.8948808
1599,688731791,Cendevaves 1,easy,Val Gardena,,46.5521171,11.7107804
1600,688731792,Puntea 2,easy,Val Gardena,,46.55157,11.7108482
1601,688731794,Parallel 1,easy,Val Gardena,,46.5495415,11.7102461
1602,688738729,Colraiser - Fermeda,easy,Centro di fondo Vallunga,,46.586159,11.7427319
1603,688739193,La Longia,intermediate,Val Gardena,,46.5903207,11.703601
1604,688741725,Colfosco 1,intermediate,Alta Badia,46,46.5596421,11.8515542
1605,688901821,Falk,intermediate,Sport Schenk,,46.5283212,11.7681739
1606,688999697,,easy,Val Gardena,,46.551196,11.7145706
1607,689001374,Funivia Ortisei - Mezdí,easy,Seiser Alm - Mont de Sëuc - Alpe di Siusi,36,46.5564104,11.6616773
1608,689324360,Fungeia,intermediate,Sport Schenk,,46.5469564,11.7660995
1609,689987513,,intermediate,Sport Schenk,,46.5344315,11.7521122
1610,690153112,,advanced,Val Gardena,,46.5332353,11.7502741
1611,690155965,,intermediate,Sport Schenk,,46.536258,11.7537509
1612,690155969,,intermediate,Sport Schenk,,46.5328761,11.7564264
1613,690193670,,easy,Sport Schenk,,46.5280718,11.7537511
1614,690193672,Sef,easy,Sport Schenk,,46.5277284,11.7536951
1615,690193673,Sef - Gran Paradiso,easy,Sport Schenk,,46.5266419,11.7556942
1616,690203995,,intermediate,Sport Schenk,,46.5296861,11.7616615
1617,690212768,,easy,Sport Schenk,,46.5331597,11.7681527
1618,690212769,,intermediate,Sport Schenk,,46.5319984,11.7614751
1619,690227910,Sef,intermediate,Sport Schenk,,46.5293828,11.7618862
1620,690227915,Plan de Gralba,easy,Sport Schenk,,46.5349634,11.771023
1621,690233348,Costabella,intermediate,Sport Schenk,,46.55576,11.7692979
1622,690413212,,intermediate,Val Gardena,,46.5303332,11.7504261
1623,690413213,,advanced,Sport Schenk,,46.5299637,11.7553532
1624,690465604,,intermediate,Sport Schenk,,46.5384259,11.7516127
1625,690477113,,advanced,Sport Schenk,,46.5475178,11.7517903
1626,690517085,Ciampinoi 4,intermediate,Sport Schenk,4,46.5507245,11.7567678
1627,690521795,,intermediate,Sport Schenk,,46.5355154,11.7590105
1628,690523951,,intermediate,Sport Schenk,,46.5367272,11.7583256
1629,690523953,,intermediate,Sport Schenk,,46.537873,11.7549029
1630,690560430,,intermediate,Sport Schenk,,46.5393094,11.7673018
1631,690578984,,advanced,Saslong A,,46.5500169,11.7331088
1632,690580214,,intermediate,Val Gardena,,46.5499556,11.7368081
1633,690712455,,intermediate,Collegamento Saslong B,,46.5477719,11.736487
1634,690712458,,intermediate,Collegamento Saslong B,,46.5477203,11.7407828
1635,691012574,Pilat,intermediate,Pilat,,46.5645088,11.6695027
1636,691031972,Gran Paradiso,easy,Sport Schenk,,46.5240256,11.7558306
1637,691058737,,advanced,Alpha,,46.5417191,11.7209592
1638,691535373,,easy,Città dei Sassi,,46.5159917,11.7525248
1639,695906749,,intermediate,Kronplatz - Plan de Corones,,46.7187678,11.9645138
1640,695979421,,easy,Kronplatz - Plan de Corones,,46.7390325,11.9593391
1641,696532895,,intermediate,Marmolada,,46.4371298,11.8769137
1642,696532896,Sass del Mul,advanced,Marmolada,65,46.437421,11.8758089
1643,696532897,Sass del Mul,advanced,Marmolada,65,46.4390872,11.8780634
1644,699932220,Col Raiser - Plan de Tieja,intermediate,Val Gardena,,46.5621395,11.7339423
1645,699935948,10a,easy,Drei Zinnen - Tre Cime,,46.6807553,12.3752879
1646,699935950,10b,easy,Drei Zinnen - Tre Cime,,46.6781507,12.3773931
1647,712662218,Skiweg Schwemmalm - Breiteben,easy,Schwemmalm,9,46.5314643,10.9186225
1648,712662222,,easy,Schwemmalm,,46.5346669,10.9216388
1649,741736204,Residenza,intermediate,Latemar Dolomites,31,46.3461949,11.5508716
1650,746140004,Pala di Santa,intermediate,Absam,20,46.3484009,11.5311468
1651,746140005,Collegamento Zanggen,intermediate,Absam,20b,46.3522724,11.5353658
1652,746140006,,easy,Latemar Dolomites,25,46.3503948,11.5476734
1653,746140007,Variante Val della Pigna,intermediate,Latemar Dolomites,30c,46.3410442,11.5501348
1654,746140009,Agnello Malga,intermediate,Latemar Dolomites,28b,46.3411189,11.5467571
1655,746140010,34 Skiweg Parcheggi,intermediate,Latemar Dolomites,34,46.3410561,11.5404504
1656,746140011,Campo Scuola Gardonè,easy,Latemar Dolomites,37,46.3414415,11.5765766
1657,751649420,,easy,Centro Fondo Passo Coe,,45.8813612,11.2006511
1658,751660316,,easy,Folgaria,,45.918098,11.1945149
1659,751660317,,easy,Folgaria,,45.9096106,11.2033365
1660,751660321,,easy,Folgaria,,45.8924339,11.1915715
1661,751803853,,easy,Centro Fondo Passo Coe,,45.876274,11.2215441
1662,753212324,,easy,Centro Fondo Passo Coe,,45.8765952,11.2188207
1663,753257664,,intermediate,Centro Fondo Passo Coe,,45.8817215,11.200381
1664,753257666,,easy,Centro Fondo Passo Coe,,45.8775018,11.2107158
1665,753257667,,easy,Centro Fondo Passo Coe,,45.877377,11.2097508
1666,753260224,Collegamento Fondo Piccolo-Fondo Grande,easy,Centro Fondo Passo Coe,14b,45.8823673,11.1960405
1667,753260225,Collegamento Fondo Piccolo-Fondo Grande,easy,Centro Fondo Passo Coe,14b,45.882308,11.1958648
1668,762138982,Larchpichl,easy,Falzeben 2,,46.6353053,11.0956241
1669,767616598,,,Plankenhorn,,46.6887481,11.4204723
1670,767616599,,,Plankenhorn,,46.6887694,11.4204441
1671,767616600,,,Reinswald,,46.6952721,11.4408161
1672,767616601,,,Reinswald,,46.6994868,11.4404057
1673,767616602,,,Pendio ripido,,46.7005034,11.4559796
1674,767616603,,,Pendio ripido,,46.7005585,11.4558037
1675,767623356,,,Carezza,,46.4142965,11.5989315
1676,767629422,,easy,22 Frommer,,46.4397861,11.5981871
1677,767646926,Geister - Trincerone,easy,Geister - Trincerone,3,46.5143814,10.460787
1678,767865147,Cadì Carosello,advanced,Cadì Carosello,32,46.2681222,10.5807214
1679,767865149,,easy,Ponte di Legno - Passo Tonale,,46.267105,10.5844877
1680,767890436,Jana Granda (N),intermediate,Tre-Tre (selletta),,46.1523291,11.0278403
1681,767890437,,intermediate,Snowpark Dosson,,46.153244,11.0173495
1682,767890438,Gallo Cedrone,intermediate,Olimpionica 2 (H),,46.1507936,11.0252705
1683,768686425,20 König Laurin - 20 Re Laurino,intermediate,22 Frommer,,46.445151,11.5995193
1684,768686426,20 König Laurin,easy,22 Frommer,,46.4448,11.590651
1685,768687057,21 Laurin II,advanced,22 Frommer,,46.4418862,11.6074782
1686,768717598,30A Verbindung Tschein,easy,30 Tschein,,46.4390858,11.5976811
1687,768717599,33 Babypiste,easy,Carezza,,46.4225171,11.5879322
1688,768717600,30 Tschein,intermediate,30 Tschein,,46.4378195,11.5986304
1689,768720617,21 Laurin II,intermediate,22 Frommer,,46.4399091,11.5980413
1690,768720618,23 Monte Coronelle,easy,22 Frommer,,46.4426136,11.5901578
1691,768720619,22 Frommer,easy,22 Frommer,,46.4429604,11.592682
1692,768822560,22 Variante Frommer,intermediate,22 Frommer,,46.4406377,11.5973141
1693,769486000,La Rocca,intermediate,Jochgrimm,90,46.3435603,11.4443681
1694,769486001,Corno Nero,easy,Jochgrimm,92,46.3436166,11.4538845
1695,769486002,Corno Nero,easy,Jochgrimm,92,46.3453035,11.4538983
1696,769486003,Oclini,intermediate,Jochgrimm,89A,46.3498315,11.4504951
1697,770721873,24 Laurin I,novice,24 Laurin I,,46.4373397,11.559359
1698,771060554,Stella Alpina,easy,Alta Badia,,46.565702,11.8516106
1699,771063291,Gran Risa,advanced,Alta Badia Shop & Rental,,46.5732967,11.9033878
1700,771063292,Altin,intermediate,Alta Badia Shop & Rental,17,46.5748341,11.9104053
1701,771063359,Armentarola,easy,Dolomiti Superski,,46.5583417,11.9500084
1702,771293224,Diretta Prà Alpesina,intermediate,Diretta Prà Alpesina,38,45.7611833,10.8738532
1703,771293225,Variante Prà Alpesina,intermediate,Prà Alpesina,39,45.7604542,10.8719723
1704,771293227,,intermediate,Prà Alpesina,,45.7623521,10.8683368
1705,771293228,Variante Prà Alpesina,intermediate,Prà Alpesina,39,45.7618536,10.8694358
1706,771473890,,easy,Brixen Plose - Plose di Bressanone,,46.6846758,11.7105229
1707,771913023,(89) Nambino,intermediate,Campiglio Dolomiti di Brenta,89,46.2318081,10.8126567
1708,771913024,(94) Patascoss,intermediate,Campiglio Dolomiti di Brenta,90,46.2302176,10.8145078
1709,771914669,(91) Miramonti,advanced,Campiglio Dolomiti di Brenta,90,46.2304712,10.8201173
1710,771943785,,advanced,Sport Thöni,,46.5152262,10.5956176
1711,771943786,,novice,Sport Thöni,,46.525384,10.5869139
1712,771943787,,intermediate,Sport Thöni,15a,46.5181299,10.5738613
1713,771943789,10,intermediate,Sport Thöni,,46.523022,10.5821166
1714,771943790,,easy,Sport Thöni,,46.5191227,10.5786866
1715,771943791,,easy,Sport Thöni,,46.518613,10.5769709
1716,771943792,,advanced,Sport Thöni,,46.5156668,10.5952228
1717,771943794,1,easy,Sulden am Ortler - Solda al Ortles,,46.492351,10.6095442
1718,771943797,Rosim,advanced,Sport Thöni,16,46.5189826,10.6038406
1719,771943798,,novice,Sport Thöni,,46.5164673,10.5964045
1720,771943801,Rosim,advanced,Sport Thöni,16,46.5221882,10.6075727
1721,771946183,Watles Piste,intermediate,Watles - Vatles,,46.708584,10.4924388
1722,771946184,Watles - Vatles,easy,Watles - Vatles,,46.70683,10.4919282
